id_Condicoes;;id_Acidente;;condicao_metereologica;;sentido_via;;tipo_pista;;tracado_via;;fase_dia;
289;,;289;,';Nublado;',';Crescente;',';Dupla;',';Curva;',';Plena Noite;"');"
290;,;290;,';Céu Claro;',';Decrescente;',';Simples;',';Curva;',';Pleno dia;"');"
291;,;291;,';Chuva;',';Crescente;',';Dupla;',';Reta;',';Pleno dia;"');"
292;,;292;,';Céu Claro;',';Crescente;',';Simples;',';Reta;',';Plena Noite;"');"
293;,;293;,';Garoa/Chuvisco;',';Decrescente;',';Simples;',';Reta;',';Plena Noite;"');"
294;,;294;,';Chuva;',';Decrescente;',';Simples;',';Não Informado;',';Amanhecer;"');"
295;,;295;,';Céu Claro;',';Decrescente;',';Simples;',';Interseção de vias;',';Pleno dia;"');"
296;,;296;,';Garoa/Chuvisco;',';Decrescente;',';Simples;',';Reta;',';Pleno dia;"');"
297;,;297;,';Nublado;',';Decrescente;',';Simples;',';Reta;',';Pleno dia;"');"
298;,;298;,';Chuva;',';Decrescente;',';Simples;',';Curva;',';Pleno dia;"');"
299;,;299;,';Céu Claro;',';Decrescente;',';Dupla;',';Curva;',';Plena Noite;"');"
300;,;300;,';Sol;',';Crescente;',';Simples;',';Reta;',';Pleno dia;"');"
301;,;301;,';Céu Claro;',';Decrescente;',';Simples;',';Reta;',';Anoitecer;"');"
302;,;302;,';Céu Claro;',';Decrescente;',';Simples;',';Não Informado;',';Amanhecer;"');"
303;,;303;,';Céu Claro;',';Crescente;',';Dupla;',';Reta;',';Pleno dia;"');"
304;,;304;,';Céu Claro;',';Decrescente;',';Simples;',';Interseção de vias;',';Pleno dia;"');"
305;,;305;,';Céu Claro;',';Crescente;',';Dupla;',';Interseção de vias;',';Plena Noite;"');"
306;,;306;,';Sol;',';Crescente;',';Dupla;',';Reta;',';Pleno dia;"');"
307;,;307;,';Garoa/Chuvisco;',';Crescente;',';Simples;',';Não Informado;',';Pleno dia;"');"
308;,;308;,';Chuva;',';Decrescente;',';Simples;',';Curva;',';Pleno dia;"');"
309;,;309;,';Céu Claro;',';Decrescente;',';Simples;',';Curva;',';Pleno dia;"');"
310;,;310;,';Chuva;',';Crescente;',';Simples;',';Interseção de vias;',';Pleno dia;"');"
311;,;311;,';Céu Claro;',';Crescente;',';Simples;',';Reta;',';Plena Noite;"');"
312;,;312;,';Nublado;',';Crescente;',';Simples;',';Interseção de vias;',';Amanhecer;"');"
313;,;313;,';Céu Claro;',';Decrescente;',';Dupla;',';Não Informado;',';Plena Noite;"');"
314;,;314;,';Nublado;',';Crescente;',';Simples;',';Curva;',';Plena Noite;"');"
315;,;315;,';Chuva;',';Decrescente;',';Simples;',';Reta;',';Pleno dia;"');"
316;,;316;,';Chuva;',';Crescente;',';Simples;',';Reta;',';Pleno dia;"');"
317;,;317;,';Chuva;',';Crescente;',';Simples;',';Curva;',';Pleno dia;"');"
318;,;318;,';Chuva;',';Crescente;',';Simples;',';Reta;',';Anoitecer;"');"
319;,;319;,';Nublado;',';Crescente;',';Simples;',';Reta;',';Plena Noite;"');"
320;,;320;,';Chuva;',';Crescente;',';Simples;',';Curva;',';Pleno dia;"');"
321;,;321;,';Chuva;',';Crescente;',';Simples;',';Curva;',';Pleno dia;"');"
322;,;322;,';Chuva;',';Decrescente;',';Simples;',';Não Informado;',';Plena Noite;"');"
323;,;323;,';Céu Claro;',';Decrescente;',';Simples;',';Reta;',';Plena Noite;"');"
324;,;324;,';Garoa/Chuvisco;',';Crescente;',';Dupla;',';Ponte;',';Pleno dia;"');"
325;,;325;,';Céu Claro;',';Decrescente;',';Simples;',';Reta;',';Plena Noite;"');"
326;,;326;,';Céu Claro;',';Crescente;',';Simples;',';Reta;',';Plena Noite;"');"
327;,;327;,';Garoa/Chuvisco;',';Decrescente;',';Simples;',';Rotatória;',';Pleno dia;"');"
328;,;328;,';Céu Claro;',';Decrescente;',';Simples;',';Curva;',';Pleno dia;"');"
329;,;329;,';Céu Claro;',';Decrescente;',';Simples;',';Retorno Regulamentado;',';Pleno dia;"');"
330;,;330;,';Céu Claro;',';Crescente;',';Simples;',';Curva;',';Plena Noite;"');"
331;,;331;,';Céu Claro;',';Decrescente;',';Dupla;',';Reta;',';Plena Noite;"');"
332;,;332;,';Chuva;',';Crescente;',';Simples;',';Reta;',';Pleno dia;"');"
333;,;333;,';Céu Claro;',';Decrescente;',';Dupla;',';Reta;',';Pleno dia;"');"
334;,;334;,';Céu Claro;',';Decrescente;',';Simples;',';Interseção de vias;',';Plena Noite;"');"
335;,;335;,';Nublado;',';Decrescente;',';Simples;',';Reta;',';Plena Noite;"');"
336;,;336;,';Ignorado;',';Crescente;',';Simples;',';Não Informado;',';Amanhecer;"');"
337;,;337;,';Sol;',';Decrescente;',';Simples;',';Reta;',';Pleno dia;"');"
338;,;338;,';Nublado;',';Crescente;',';Dupla;',';Não Informado;',';Plena Noite;"');"
339;,;339;,';Nublado;',';Crescente;',';Simples;',';Reta;',';Plena Noite;"');"
340;,;340;,';Céu Claro;',';Decrescente;',';Dupla;',';Curva;',';Pleno dia;"');"
341;,;341;,';Céu Claro;',';Decrescente;',';Simples;',';Não Informado;',';Plena Noite;"');"
342;,;342;,';Chuva;',';Crescente;',';Simples;',';Curva;',';Pleno dia;"');"
343;,;343;,';Nublado;',';Decrescente;',';Simples;',';Reta;',';Pleno dia;"');"
344;,;344;,';Nublado;',';Crescente;',';Dupla;',';Reta;',';Pleno dia;"');"
345;,;345;,';Céu Claro;',';Crescente;',';Simples;',';Ponte;',';Pleno dia;"');"
346;,;346;,';Nublado;',';Decrescente;',';Simples;',';Reta;',';Plena Noite;"');"
347;,;347;,';Garoa/Chuvisco;',';Crescente;',';Simples;',';Reta;',';Plena Noite;"');"
348;,;348;,';Garoa/Chuvisco;',';Crescente;',';Simples;',';Reta;',';Pleno dia;"');"
349;,;349;,';Chuva;',';Crescente;',';Dupla;',';Reta;',';Pleno dia;"');"
350;,;350;,';Nublado;',';Decrescente;',';Simples;',';Rotatória;',';Pleno dia;"');"
351;,;351;,';Céu Claro;',';Decrescente;',';Simples;',';Não Informado;',';Pleno dia;"');"
352;,;352;,';Nublado;',';Crescente;',';Dupla;',';Interseção de vias;',';Pleno dia;"');"
353;,;353;,';Nublado;',';Crescente;',';Simples;',';Reta;',';Pleno dia;"');"
354;,;354;,';Chuva;',';Crescente;',';Dupla;',';Reta;',';Pleno dia;"');"
355;,;355;,';Céu Claro;',';Crescente;',';Simples;',';Reta;',';Plena Noite;"');"
356;,;356;,';Nevoeiro/Neblina;',';Decrescente;',';Simples;',';Ponte;',';Amanhecer;"');"
357;,;357;,';Nevoeiro/Neblina;',';Decrescente;',';Simples;',';Reta;',';Plena Noite;"');"
358;,;358;,';Céu Claro;',';Decrescente;',';Simples;',';Curva;',';Pleno dia;"');"
359;,;359;,';Céu Claro;',';Decrescente;',';Simples;',';Reta;',';Plena Noite;"');"
360;,;360;,';Céu Claro;',';Crescente;',';Simples;',';Não Informado;',';Pleno dia;"');"
361;,;361;,';Sol;',';Crescente;',';Simples;',';Reta;',';Pleno dia;"');"
362;,;362;,';Céu Claro;',';Decrescente;',';Simples;',';Reta;',';Amanhecer;"');"
363;,;363;,';Céu Claro;',';Crescente;',';Simples;',';Reta;',';Plena Noite;"');"
364;,;364;,';Sol;',';Crescente;',';Simples;',';Reta;',';Pleno dia;"');"
365;,;365;,';Nublado;',';Decrescente;',';Dupla;',';Reta;',';Pleno dia;"');"
366;,;366;,';Céu Claro;',';Crescente;',';Simples;',';Reta;',';Pleno dia;"');"
367;,;367;,';Céu Claro;',';Decrescente;',';Simples;',';Reta;',';Pleno dia;"');"
368;,;368;,';Céu Claro;',';Crescente;',';Simples;',';Reta;',';Pleno dia;"');"
369;,;369;,';Céu Claro;',';Decrescente;',';Simples;',';Não Informado;',';Plena Noite;"');"
370;,;370;,';Céu Claro;',';Crescente;',';Simples;',';Reta;',';Pleno dia;"');"
371;,;371;,';Céu Claro;',';Decrescente;',';Simples;',';Não Informado;',';Pleno dia;"');"
372;,;372;,';Céu Claro;',';Crescente;',';Simples;',';Reta;',';Plena Noite;"');"
373;,;373;,';Nublado;',';Decrescente;',';Simples;',';Reta;',';Plena Noite;"');"
374;,;374;,';Nublado;',';Decrescente;',';Dupla;',';Reta;',';Amanhecer;"');"
375;,;375;,';Céu Claro;',';Decrescente;',';Simples;',';Reta;',';Pleno dia;"');"
376;,;376;,';Chuva;',';Decrescente;',';Simples;',';Curva;',';Pleno dia;"');"
377;,;377;,';Céu Claro;',';Crescente;',';Simples;',';Reta;',';Plena Noite;"');"
378;,;378;,';Céu Claro;',';Decrescente;',';Simples;',';Reta;',';Plena Noite;"');"
379;,;379;,';Céu Claro;',';Crescente;',';Simples;',';Não Informado;',';Amanhecer;"');"
380;,;380;,';Céu Claro;',';Decrescente;',';Múltipla;',';Reta;',';Pleno dia;"');"
381;,;381;,';Céu Claro;',';Decrescente;',';Dupla;',';Reta;',';Pleno dia;"');"
382;,;382;,';Céu Claro;',';Crescente;',';Simples;',';Interseção de vias;',';Pleno dia;"');"
383;,;383;,';Chuva;',';Decrescente;',';Simples;',';Não Informado;',';Pleno dia;"');"
384;,;384;,';Chuva;',';Decrescente;',';Dupla;',';Reta;',';Pleno dia;"');"
385;,;385;,';Chuva;',';Crescente;',';Simples;',';Rotatória;',';Pleno dia;"');"
386;,;386;,';Céu Claro;',';Decrescente;',';Simples;',';Interseção de vias;',';Pleno dia;"');"
387;,;387;,';Garoa/Chuvisco;',';Crescente;',';Simples;',';Reta;',';Plena Noite;"');"
388;,;388;,';Céu Claro;',';Decrescente;',';Simples;',';Reta;',';Pleno dia;"');"
389;,;389;,';Nublado;',';Crescente;',';Simples;',';Reta;',';Plena Noite;"');"
390;,;390;,';Nublado;',';Crescente;',';Simples;',';Reta;',';Pleno dia;"');"
391;,;391;,';Chuva;',';Crescente;',';Simples;',';Reta;',';Pleno dia;"');"
392;,;392;,';Céu Claro;',';Crescente;',';Simples;',';Reta;',';Plena Noite;"');"
393;,;393;,';Céu Claro;',';Crescente;',';Simples;',';Retorno Regulamentado;',';Pleno dia;"');"
394;,;394;,';Sol;',';Crescente;',';Dupla;',';Reta;',';Pleno dia;"');"
395;,;395;,';Sol;',';Crescente;',';Simples;',';Reta;',';Pleno dia;"');"
396;,;396;,';Sol;',';Decrescente;',';Simples;',';Reta;',';Pleno dia;"');"
397;,;397;,';Sol;',';Decrescente;',';Dupla;',';Reta;',';Pleno dia;"');"
398;,;398;,';Céu Claro;',';Crescente;',';Simples;',';Reta;',';Plena Noite;"');"
399;,;399;,';Céu Claro;',';Crescente;',';Dupla;',';Não Informado;',';Pleno dia;"');"
400;,;400;,';Céu Claro;',';Decrescente;',';Simples;',';Reta;',';Pleno dia;"');"
401;,;401;,';Nublado;',';Decrescente;',';Simples;',';Rotatória;',';Plena Noite;"');"
402;,;402;,';Céu Claro;',';Decrescente;',';Dupla;',';Reta;',';Plena Noite;"');"
403;,;403;,';Céu Claro;',';Decrescente;',';Dupla;',';Reta;',';Pleno dia;"');"
404;,;404;,';Céu Claro;',';Crescente;',';Simples;',';Interseção de vias;',';Pleno dia;"');"
405;,;405;,';Céu Claro;',';Crescente;',';Simples;',';Reta;',';Plena Noite;"');"
406;,;406;,';Céu Claro;',';Decrescente;',';Simples;',';Reta;',';Plena Noite;"');"
407;,;407;,';Nublado;',';Crescente;',';Simples;',';Reta;',';Plena Noite;"');"
408;,;408;,';Nublado;',';Crescente;',';Simples;',';Não Informado;',';Pleno dia;"');"
409;,;409;,';Nublado;',';Decrescente;',';Simples;',';Curva;',';Pleno dia;"');"
410;,;410;,';Chuva;',';Crescente;',';Simples;',';Reta;',';Pleno dia;"');"
411;,;411;,';Chuva;',';Crescente;',';Múltipla;',';Desvio Temporário;',';Amanhecer;"');"
412;,;412;,';Céu Claro;',';Decrescente;',';Dupla;',';Viaduto;',';Pleno dia;"');"
413;,;413;,';Chuva;',';Decrescente;',';Simples;',';Reta;',';Pleno dia;"');"
414;,;414;,';Céu Claro;',';Decrescente;',';Simples;',';Não Informado;',';Pleno dia;"');"
415;,;415;,';Céu Claro;',';Crescente;',';Simples;',';Reta;',';Plena Noite;"');"
416;,;416;,';Céu Claro;',';Crescente;',';Dupla;',';Não Informado;',';Amanhecer;"');"
417;,;417;,';Nublado;',';Crescente;',';Simples;',';Reta;',';Amanhecer;"');"
418;,;418;,';Céu Claro;',';Decrescente;',';Simples;',';Curva;',';Anoitecer;"');"
419;,;419;,';Sol;',';Decrescente;',';Simples;',';Não Informado;',';Pleno dia;"');"
420;,;420;,';Céu Claro;',';Decrescente;',';Simples;',';Reta;',';Pleno dia;"');"
421;,;421;,';Nevoeiro/Neblina;',';Crescente;',';Simples;',';Não Informado;',';Plena Noite;"');"
422;,;422;,';Sol;',';Crescente;',';Simples;',';Curva;',';Pleno dia;"');"
423;,;423;,';Ignorado;',';Decrescente;',';Dupla;',';Reta;',';Plena Noite;"');"
424;,;424;,';Nublado;',';Crescente;',';Simples;',';Não Informado;',';Plena Noite;"');"
425;,;425;,';Nevoeiro/Neblina;',';Decrescente;',';Simples;',';Curva;',';Amanhecer;"');"
426;,;426;,';Céu Claro;',';Decrescente;',';Simples;',';Interseção de vias;',';Pleno dia;"');"
427;,;427;,';Céu Claro;',';Crescente;',';Simples;',';Reta;',';Anoitecer;"');"
428;,;428;,';Céu Claro;',';Decrescente;',';Simples;',';Reta;',';Amanhecer;"');"
429;,;429;,';Céu Claro;',';Crescente;',';Simples;',';Curva;',';Pleno dia;"');"
430;,;430;,';Céu Claro;',';Decrescente;',';Simples;',';Interseção de vias;',';Pleno dia;"');"
431;,;431;,';Céu Claro;',';Decrescente;',';Simples;',';Reta;',';Pleno dia;"');"
432;,;432;,';Céu Claro;',';Decrescente;',';Simples;',';Reta;',';Plena Noite;"');"
433;,;433;,';Chuva;',';Crescente;',';Dupla;',';Reta;',';Amanhecer;"');"
434;,;434;,';Nublado;',';Crescente;',';Simples;',';Não Informado;',';Pleno dia;"');"
435;,;435;,';Nublado;',';Crescente;',';Simples;',';Curva;',';Pleno dia;"');"
436;,;436;,';Nublado;',';Crescente;',';Simples;',';Curva;',';Plena Noite;"');"
437;,;437;,';Nublado;',';Decrescente;',';Simples;',';Curva;',';Pleno dia;"');"
438;,;438;,';Céu Claro;',';Decrescente;',';Simples;',';Rotatória;',';Pleno dia;"');"
439;,;439;,';Céu Claro;',';Crescente;',';Simples;',';Reta;',';Pleno dia;"');"
440;,;440;,';Céu Claro;',';Crescente;',';Simples;',';Não Informado;',';Plena Noite;"');"
441;,;441;,';Sol;',';Crescente;',';Dupla;',';Reta;',';Pleno dia;"');"
442;,;442;,';Céu Claro;',';Crescente;',';Simples;',';Reta;',';Plena Noite;"');"
443;,;443;,';Nublado;',';Crescente;',';Simples;',';Reta;',';Pleno dia;"');"
444;,;444;,';Céu Claro;',';Decrescente;',';Simples;',';Curva;',';Pleno dia;"');"
445;,;445;,';Céu Claro;',';Crescente;',';Simples;',';Reta;',';Pleno dia;"');"
446;,;446;,';Céu Claro;',';Decrescente;',';Simples;',';Rotatória;',';Plena Noite;"');"
447;,;447;,';Céu Claro;',';Decrescente;',';Simples;',';Curva;',';Anoitecer;"');"
448;,;448;,';Céu Claro;',';Crescente;',';Simples;',';Não Informado;',';Pleno dia;"');"
449;,;449;,';Céu Claro;',';Decrescente;',';Dupla;',';Reta;',';Pleno dia;"');"
450;,;450;,';Céu Claro;',';Crescente;',';Simples;',';Reta;',';Pleno dia;"');"
451;,;451;,';Sol;',';Decrescente;',';Simples;',';Reta;',';Pleno dia;"');"
452;,;452;,';Céu Claro;',';Crescente;',';Simples;',';Não Informado;',';Plena Noite;"');"
453;,;453;,';Chuva;',';Crescente;',';Simples;',';Reta;',';Anoitecer;"');"
454;,;454;,';Nublado;',';Crescente;',';Simples;',';Desvio Temporário;',';Plena Noite;"');"
455;,;455;,';Céu Claro;',';Crescente;',';Dupla;',';Reta;',';Plena Noite;"');"
456;,;456;,';Céu Claro;',';Crescente;',';Simples;',';Curva;',';Pleno dia;"');"
457;,;457;,';Céu Claro;',';Decrescente;',';Dupla;',';Reta;',';Plena Noite;"');"
458;,;458;,';Céu Claro;',';Decrescente;',';Simples;',';Desvio Temporário;',';Plena Noite;"');"
459;,;459;,';Nevoeiro/Neblina;',';Crescente;',';Simples;',';Reta;',';Amanhecer;"');"
460;,;460;,';Chuva;',';Decrescente;',';Simples;',';Curva;',';Pleno dia;"');"
461;,;461;,';Chuva;',';Decrescente;',';Simples;',';Reta;',';Pleno dia;"');"
462;,;462;,';Céu Claro;',';Decrescente;',';Simples;',';Reta;',';Plena Noite;"');"
463;,;463;,';Nublado;',';Crescente;',';Simples;',';Ponte;',';Plena Noite;"');"
464;,;464;,';Nublado;',';Crescente;',';Simples;',';Reta;',';Pleno dia;"');"
465;,;465;,';Céu Claro;',';Crescente;',';Múltipla;',';Desvio Temporário;',';Plena Noite;"');"
466;,;466;,';Garoa/Chuvisco;',';Crescente;',';Simples;',';Desvio Temporário;',';Plena Noite;"');"
467;,;467;,';Céu Claro;',';Crescente;',';Simples;',';Reta;',';Pleno dia;"');"
468;,;468;,';Chuva;',';Decrescente;',';Simples;',';Reta;',';Plena Noite;"');"
469;,;469;,';Céu Claro;',';Decrescente;',';Simples;',';Não Informado;',';Plena Noite;"');"
470;,;470;,';Céu Claro;',';Decrescente;',';Simples;',';Reta;',';Plena Noite;"');"
471;,;471;,';Céu Claro;',';Decrescente;',';Simples;',';Curva;',';Plena Noite;"');"
472;,;472;,';Céu Claro;',';Crescente;',';Múltipla;',';Reta;',';Pleno dia;"');"
473;,;473;,';Céu Claro;',';Crescente;',';Dupla;',';Curva;',';Pleno dia;"');"
474;,;474;,';Céu Claro;',';Decrescente;',';Simples;',';Não Informado;',';Plena Noite;"');"
475;,;475;,';Céu Claro;',';Decrescente;',';Dupla;',';Reta;',';Plena Noite;"');"
476;,;476;,';Céu Claro;',';Decrescente;',';Simples;',';Curva;',';Anoitecer;"');"
477;,;477;,';Nublado;',';Crescente;',';Dupla;',';Reta;',';Pleno dia;"');"
478;,;478;,';Nublado;',';Decrescente;',';Simples;',';Não Informado;',';Pleno dia;"');"
479;,;479;,';Nublado;',';Crescente;',';Simples;',';Reta;',';Plena Noite;"');"
480;,;480;,';Céu Claro;',';Crescente;',';Dupla;',';Rotatória;',';Pleno dia;"');"
481;,;481;,';Nublado;',';Crescente;',';Simples;',';Não Informado;',';Pleno dia;"');"
482;,;482;,';Chuva;',';Decrescente;',';Múltipla;',';Reta;',';Plena Noite;"');"
483;,;483;,';Céu Claro;',';Crescente;',';Simples;',';Reta;',';Pleno dia;"');"
484;,;484;,';Garoa/Chuvisco;',';Decrescente;',';Simples;',';Não Informado;',';Pleno dia;"');"
485;,;485;,';Chuva;',';Crescente;',';Simples;',';Reta;',';Pleno dia;"');"
486;,;486;,';Chuva;',';Decrescente;',';Simples;',';Reta;',';Pleno dia;"');"
487;,;487;,';Chuva;',';Crescente;',';Simples;',';Reta;',';Plena Noite;"');"
488;,;488;,';Chuva;',';Crescente;',';Simples;',';Reta;',';Plena Noite;"');"
489;,;489;,';Nublado;',';Decrescente;',';Simples;',';Curva;',';Plena Noite;"');"
490;,;490;,';Céu Claro;',';Decrescente;',';Simples;',';Reta;',';Pleno dia;"');"
491;,;491;,';Céu Claro;',';Decrescente;',';Simples;',';Curva;',';Plena Noite;"');"
492;,;492;,';Céu Claro;',';Decrescente;',';Simples;',';Rotatória;',';Plena Noite;"');"
493;,;493;,';Nublado;',';Crescente;',';Simples;',';Não Informado;',';Pleno dia;"');"
494;,;494;,';Céu Claro;',';Decrescente;',';Simples;',';Reta;',';Amanhecer;"');"
495;,;495;,';Garoa/Chuvisco;',';Crescente;',';Simples;',';Desvio Temporário;',';Pleno dia;"');"
496;,;496;,';Céu Claro;',';Crescente;',';Simples;',';Curva;',';Plena Noite;"');"
497;,;497;,';Chuva;',';Crescente;',';Simples;',';Reta;',';Plena Noite;"');"
498;,;498;,';Nevoeiro/Neblina;',';Crescente;',';Simples;',';Não Informado;',';Amanhecer;"');"
499;,;499;,';Garoa/Chuvisco;',';Crescente;',';Simples;',';Reta;',';Pleno dia;"');"
500;,;500;,';Chuva;',';Crescente;',';Simples;',';Reta;',';Plena Noite;"');"
501;,;501;,';Nublado;',';Decrescente;',';Simples;',';Não Informado;',';Anoitecer;"');"
502;,;502;,';Ignorado;',';Decrescente;',';Dupla;',';Reta;',';Plena Noite;"');"
503;,;503;,';Céu Claro;',';Decrescente;',';Dupla;',';Não Informado;',';Pleno dia;"');"
504;,;504;,';Nublado;',';Decrescente;',';Dupla;',';Não Informado;',';Plena Noite;"');"
505;,;505;,';Céu Claro;',';Crescente;',';Simples;',';Curva;',';Pleno dia;"');"
506;,;506;,';Céu Claro;',';Crescente;',';Simples;',';Interseção de vias;',';Anoitecer;"');"
507;,;507;,';Céu Claro;',';Decrescente;',';Simples;',';Não Informado;',';Plena Noite;"');"
508;,;508;,';Céu Claro;',';Crescente;',';Simples;',';Curva;',';Pleno dia;"');"
509;,;509;,';Céu Claro;',';Crescente;',';Dupla;',';Reta;',';Plena Noite;"');"
510;,;510;,';Chuva;',';Decrescente;',';Simples;',';Reta;',';Plena Noite;"');"
511;,;511;,';Sol;',';Decrescente;',';Simples;',';Curva;',';Pleno dia;"');"
512;,;512;,';Céu Claro;',';Crescente;',';Simples;',';Reta;',';Anoitecer;"');"
513;,;513;,';Céu Claro;',';Crescente;',';Múltipla;',';Curva;',';Plena Noite;"');"
514;,;514;,';Céu Claro;',';Crescente;',';Dupla;',';Reta;',';Plena Noite;"');"
515;,;515;,';Céu Claro;',';Crescente;',';Simples;',';Reta;',';Pleno dia;"');"
516;,;516;,';Nublado;',';Crescente;',';Simples;',';Não Informado;',';Pleno dia;"');"
517;,;517;,';Nublado;',';Decrescente;',';Simples;',';Rotatória;',';Pleno dia;"');"
518;,;518;,';Chuva;',';Decrescente;',';Simples;',';Curva;',';Pleno dia;"');"
519;,;519;,';Chuva;',';Decrescente;',';Simples;',';Não Informado;',';Pleno dia;"');"
520;,;520;,';Céu Claro;',';Decrescente;',';Simples;',';Não Informado;',';Amanhecer;"');"
521;,;521;,';Chuva;',';Crescente;',';Simples;',';Reta;',';Pleno dia;"');"
522;,;522;,';Chuva;',';Decrescente;',';Simples;',';Não Informado;',';Plena Noite;"');"
523;,;523;,';Chuva;',';Decrescente;',';Simples;',';Curva;',';Pleno dia;"');"
524;,;524;,';Nublado;',';Decrescente;',';Simples;',';Reta;',';Anoitecer;"');"
525;,;525;,';Nublado;',';Decrescente;',';Dupla;',';Reta;',';Plena Noite;"');"
526;,;526;,';Nublado;',';Decrescente;',';Simples;',';Reta;',';Plena Noite;"');"
527;,;527;,';Chuva;',';Decrescente;',';Simples;',';Reta;',';Pleno dia;"');"
528;,;528;,';Sol;',';Decrescente;',';Simples;',';Não Informado;',';Pleno dia;"');"
529;,;529;,';Chuva;',';Decrescente;',';Simples;',';Reta;',';Plena Noite;"');"
530;,;530;,';Nublado;',';Crescente;',';Simples;',';Ponte;',';Pleno dia;"');"
531;,;531;,';Nublado;',';Crescente;',';Simples;',';Curva;',';Plena Noite;"');"
532;,;532;,';Nublado;',';Crescente;',';Simples;',';Reta;',';Plena Noite;"');"
533;,;533;,';Garoa/Chuvisco;',';Crescente;',';Simples;',';Não Informado;',';Plena Noite;"');"
534;,;534;,';Céu Claro;',';Crescente;',';Simples;',';Curva;',';Plena Noite;"');"
535;,;535;,';Chuva;',';Decrescente;',';Simples;',';Reta;',';Pleno dia;"');"
536;,;536;,';Nublado;',';Decrescente;',';Simples;',';Curva;',';Pleno dia;"');"
537;,;537;,';Nublado;',';Decrescente;',';Dupla;',';Reta;',';Pleno dia;"');"
538;,;538;,';Nublado;',';Crescente;',';Simples;',';Não Informado;',';Plena Noite;"');"
539;,;539;,';Nublado;',';Decrescente;',';Simples;',';Reta;',';Plena Noite;"');"
540;,;540;,';Céu Claro;',';Crescente;',';Simples;',';Reta;',';Pleno dia;"');"
541;,;541;,';Chuva;',';Decrescente;',';Dupla;',';Reta;',';Pleno dia;"');"
542;,;542;,';Céu Claro;',';Crescente;',';Simples;',';Reta;',';Plena Noite;"');"
543;,;543;,';Céu Claro;',';Decrescente;',';Simples;',';Desvio Temporário;',';Plena Noite;"');"
544;,;544;,';Céu Claro;',';Crescente;',';Dupla;',';Reta;',';Pleno dia;"');"
545;,;545;,';Céu Claro;',';Decrescente;',';Simples;',';Curva;',';Pleno dia;"');"
