id_Condicoes;;id_Acidente;;condicao_metereologica;;sentido_via;;tipo_pista;;tracado_via;;fase_dia;
3517;,;3517;,';Céu Claro;',';Decrescente;',';Dupla;',';Reta;',';Amanhecer;"');"
3518;,;3518;,';Céu Claro;',';Decrescente;',';Simples;',';Reta;',';Amanhecer;"');"
3519;,;3519;,';Céu Claro;',';Crescente;',';Simples;',';Não Informado;',';Plena Noite;"');"
3520;,;3520;,';Nevoeiro/Neblina;',';Decrescente;',';Simples;',';Interseção de vias;',';Amanhecer;"');"
3521;,;3521;,';Sol;',';Crescente;',';Dupla;',';Reta;',';Pleno dia;"');"
3522;,;3522;,';Céu Claro;',';Crescente;',';Dupla;',';Reta;',';Pleno dia;"');"
3523;,;3523;,';Sol;',';Crescente;',';Dupla;',';Reta;',';Pleno dia;"');"
3524;,;3524;,';Céu Claro;',';Decrescente;',';Dupla;',';Reta;',';Pleno dia;"');"
3525;,;3525;,';Céu Claro;',';Decrescente;',';Múltipla;',';Reta;',';Pleno dia;"');"
3526;,;3526;,';Sol;',';Crescente;',';Simples;',';Reta;',';Pleno dia;"');"
3527;,;3527;,';Céu Claro;',';Decrescente;',';Múltipla;',';Reta;',';Plena Noite;"');"
3528;,;3528;,';Céu Claro;',';Crescente;',';Simples;',';Curva;',';Pleno dia;"');"
3529;,;3529;,';Céu Claro;',';Crescente;',';Simples;',';Reta;',';Pleno dia;"');"
3530;,;3530;,';Céu Claro;',';Crescente;',';Simples;',';Reta;',';Plena Noite;"');"
3531;,;3531;,';Céu Claro;',';Decrescente;',';Simples;',';Curva;',';Plena Noite;"');"
3532;,;3532;,';Chuva;',';Crescente;',';Simples;',';Curva;',';Amanhecer;"');"
3533;,;3533;,';Nublado;',';Decrescente;',';Dupla;',';Reta;',';Pleno dia;"');"
3534;,;3534;,';Garoa/Chuvisco;',';Decrescente;',';Dupla;',';Reta;',';Pleno dia;"');"
3535;,;3535;,';Chuva;',';Decrescente;',';Simples;',';Reta;',';Pleno dia;"');"
3536;,;3536;,';Nublado;',';Decrescente;',';Simples;',';Reta;',';Plena Noite;"');"
3537;,;3537;,';Nublado;',';Decrescente;',';Dupla;',';Não Informado;',';Plena Noite;"');"
3538;,;3538;,';Chuva;',';Crescente;',';Dupla;',';Desvio Temporário;',';Plena Noite;"');"
3539;,;3539;,';Chuva;',';Decrescente;',';Simples;',';Não Informado;',';Pleno dia;"');"
3540;,;3540;,';Céu Claro;',';Crescente;',';Múltipla;',';Não Informado;',';Pleno dia;"');"
3541;,;3541;,';Céu Claro;',';Crescente;',';Simples;',';Curva;',';Anoitecer;"');"
3542;,;3542;,';Céu Claro;',';Crescente;',';Dupla;',';Reta;',';Plena Noite;"');"
3543;,;3543;,';Céu Claro;',';Decrescente;',';Simples;',';Reta;',';Pleno dia;"');"
3544;,;3544;,';Chuva;',';Crescente;',';Simples;',';Curva;',';Pleno dia;"');"
3545;,;3545;,';Chuva;',';Crescente;',';Dupla;',';Reta;',';Plena Noite;"');"
3546;,;3546;,';Nublado;',';Decrescente;',';Dupla;',';Não Informado;',';Plena Noite;"');"
3547;,;3547;,';Céu Claro;',';Decrescente;',';Dupla;',';Reta;',';Pleno dia;"');"
3548;,;3548;,';Céu Claro;',';Crescente;',';Simples;',';Reta;',';Plena Noite;"');"
3549;,;3549;,';Nublado;',';Crescente;',';Dupla;',';Reta;',';Plena Noite;"');"
3550;,;3550;,';Céu Claro;',';Crescente;',';Simples;',';Interseção de vias;',';Pleno dia;"');"
3551;,;3551;,';Nublado;',';Crescente;',';Simples;',';Interseção de vias;',';Pleno dia;"');"
3552;,;3552;,';Nublado;',';Decrescente;',';Dupla;',';Reta;',';Pleno dia;"');"
3553;,;3553;,';Nublado;',';Crescente;',';Múltipla;',';Reta;',';Pleno dia;"');"
3554;,;3554;,';Céu Claro;',';Crescente;',';Simples;',';Reta;',';Pleno dia;"');"
3555;,;3555;,';Nublado;',';Crescente;',';Simples;',';Rotatória;',';Pleno dia;"');"
3556;,;3556;,';Nublado;',';Decrescente;',';Simples;',';Reta;',';Plena Noite;"');"
3557;,;3557;,';Céu Claro;',';Crescente;',';Dupla;',';Reta;',';Pleno dia;"');"
3558;,;3558;,';Céu Claro;',';Decrescente;',';Múltipla;',';Retorno Regulamentado;',';Pleno dia;"');"
3559;,;3559;,';Céu Claro;',';Decrescente;',';Dupla;',';Reta;',';Pleno dia;"');"
3560;,;3560;,';Sol;',';Crescente;',';Simples;',';Reta;',';Pleno dia;"');"
3561;,;3561;,';Céu Claro;',';Crescente;',';Simples;',';Reta;',';Plena Noite;"');"
3562;,;3562;,';Céu Claro;',';Crescente;',';Simples;',';Reta;',';Plena Noite;"');"
3563;,;3563;,';Sol;',';Crescente;',';Simples;',';Interseção de vias;',';Pleno dia;"');"
3564;,;3564;,';Céu Claro;',';Decrescente;',';Dupla;',';Reta;',';Plena Noite;"');"
3565;,;3565;,';Nublado;',';Decrescente;',';Múltipla;',';Viaduto;',';Plena Noite;"');"
3566;,;3566;,';Céu Claro;',';Decrescente;',';Múltipla;',';Reta;',';Pleno dia;"');"
3567;,;3567;,';Sol;',';Crescente;',';Simples;',';Interseção de vias;',';Pleno dia;"');"
3568;,;3568;,';Céu Claro;',';Decrescente;',';Múltipla;',';Reta;',';Pleno dia;"');"
3569;,;3569;,';Céu Claro;',';Crescente;',';Simples;',';Não Informado;',';Pleno dia;"');"
3570;,;3570;,';Céu Claro;',';Decrescente;',';Simples;',';Reta;',';Pleno dia;"');"
3571;,;3571;,';Chuva;',';Decrescente;',';Simples;',';Reta;',';Plena Noite;"');"
3572;,;3572;,';Chuva;',';Decrescente;',';Múltipla;',';Reta;',';Amanhecer;"');"
3573;,;3573;,';Céu Claro;',';Crescente;',';Dupla;',';Reta;',';Pleno dia;"');"
3574;,;3574;,';Céu Claro;',';Crescente;',';Múltipla;',';Não Informado;',';Pleno dia;"');"
3575;,;3575;,';Nublado;',';Crescente;',';Simples;',';Reta;',';Plena Noite;"');"
3576;,;3576;,';Céu Claro;',';Decrescente;',';Dupla;',';Reta;',';Plena Noite;"');"
3577;,;3577;,';Céu Claro;',';Decrescente;',';Dupla;',';Reta;',';Pleno dia;"');"
3578;,;3578;,';Chuva;',';Crescente;',';Dupla;',';Reta;',';Pleno dia;"');"
3579;,;3579;,';Nublado;',';Crescente;',';Simples;',';Reta;',';Pleno dia;"');"
3580;,;3580;,';Chuva;',';Crescente;',';Múltipla;',';Reta;',';Pleno dia;"');"
3581;,;3581;,';Nublado;',';Decrescente;',';Dupla;',';Reta;',';Pleno dia;"');"
3582;,;3582;,';Chuva;',';Crescente;',';Múltipla;',';Interseção de vias;',';Plena Noite;"');"
3583;,;3583;,';Chuva;',';Decrescente;',';Dupla;',';Reta;',';Pleno dia;"');"
3584;,;3584;,';Nublado;',';Crescente;',';Simples;',';Não Informado;',';Pleno dia;"');"
3585;,;3585;,';Chuva;',';Decrescente;',';Simples;',';Interseção de vias;',';Pleno dia;"');"
3586;,;3586;,';Chuva;',';Decrescente;',';Dupla;',';Reta;',';Pleno dia;"');"
3587;,;3587;,';Chuva;',';Decrescente;',';Simples;',';Reta;',';Anoitecer;"');"
3588;,;3588;,';Céu Claro;',';Decrescente;',';Simples;',';Não Informado;',';Plena Noite;"');"
3589;,;3589;,';Chuva;',';Crescente;',';Dupla;',';Curva;',';Amanhecer;"');"
3590;,;3590;,';Céu Claro;',';Crescente;',';Simples;',';Reta;',';Pleno dia;"');"
3591;,;3591;,';Nublado;',';Crescente;',';Simples;',';Reta;',';Pleno dia;"');"
3592;,;3592;,';Céu Claro;',';Decrescente;',';Simples;',';Reta;',';Plena Noite;"');"
3593;,;3593;,';Nublado;',';Crescente;',';Simples;',';Reta;',';Pleno dia;"');"
3594;,;3594;,';Céu Claro;',';Crescente;',';Simples;',';Curva;',';Pleno dia;"');"
3595;,;3595;,';Céu Claro;',';Decrescente;',';Simples;',';Não Informado;',';Pleno dia;"');"
3596;,;3596;,';Céu Claro;',';Decrescente;',';Dupla;',';Reta;',';Plena Noite;"');"
3597;,;3597;,';Céu Claro;',';Crescente;',';Dupla;',';Reta;',';Plena Noite;"');"
3598;,;3598;,';Nublado;',';Decrescente;',';Dupla;',';Reta;',';Anoitecer;"');"
3599;,;3599;,';Céu Claro;',';Crescente;',';Simples;',';Rotatória;',';Pleno dia;"');"
3600;,;3600;,';Céu Claro;',';Decrescente;',';Simples;',';Reta;',';Pleno dia;"');"
3601;,;3601;,';Céu Claro;',';Crescente;',';Simples;',';Não Informado;',';Pleno dia;"');"
3602;,;3602;,';Nublado;',';Crescente;',';Dupla;',';Reta;',';Plena Noite;"');"
3603;,;3603;,';Céu Claro;',';Decrescente;',';Simples;',';Reta;',';Plena Noite;"');"
3604;,;3604;,';Céu Claro;',';Crescente;',';Simples;',';Reta;',';Pleno dia;"');"
3605;,;3605;,';Céu Claro;',';Decrescente;',';Simples;',';Reta;',';Plena Noite;"');"
3606;,;3606;,';Nublado;',';Decrescente;',';Simples;',';Reta;',';Plena Noite;"');"
3607;,;3607;,';Céu Claro;',';Crescente;',';Dupla;',';Reta;',';Plena Noite;"');"
3608;,;3608;,';Céu Claro;',';Crescente;',';Simples;',';Retorno Regulamentado;',';Plena Noite;"');"
3609;,;3609;,';Céu Claro;',';Decrescente;',';Simples;',';Curva;',';Plena Noite;"');"
3610;,;3610;,';Nublado;',';Crescente;',';Simples;',';Curva;',';Plena Noite;"');"
3611;,;3611;,';Céu Claro;',';Decrescente;',';Simples;',';Rotatória;',';Pleno dia;"');"
3612;,;3612;,';Céu Claro;',';Crescente;',';Simples;',';Reta;',';Pleno dia;"');"
3613;,;3613;,';Nublado;',';Decrescente;',';Dupla;',';Reta;',';Pleno dia;"');"
3614;,;3614;,';Sol;',';Crescente;',';Simples;',';Interseção de vias;',';Pleno dia;"');"
3615;,;3615;,';Céu Claro;',';Decrescente;',';Múltipla;',';Reta;',';Anoitecer;"');"
3616;,;3616;,';Céu Claro;',';Crescente;',';Dupla;',';Reta;',';Plena Noite;"');"
3617;,;3617;,';Céu Claro;',';Crescente;',';Simples;',';Reta;',';Pleno dia;"');"
3618;,;3618;,';Céu Claro;',';Decrescente;',';Múltipla;',';Reta;',';Plena Noite;"');"
3619;,;3619;,';Nublado;',';Decrescente;',';Simples;',';Reta;',';Anoitecer;"');"
3620;,;3620;,';Céu Claro;',';Decrescente;',';Simples;',';Reta;',';Plena Noite;"');"
3621;,;3621;,';Céu Claro;',';Crescente;',';Simples;',';Não Informado;',';Plena Noite;"');"
3622;,;3622;,';Céu Claro;',';Crescente;',';Múltipla;',';Reta;',';Amanhecer;"');"
3623;,;3623;,';Céu Claro;',';Decrescente;',';Dupla;',';Reta;',';Amanhecer;"');"
3624;,;3624;,';Céu Claro;',';Decrescente;',';Simples;',';Reta;',';Pleno dia;"');"
3625;,;3625;,';Céu Claro;',';Crescente;',';Simples;',';Interseção de vias;',';Pleno dia;"');"
3626;,;3626;,';Sol;',';Decrescente;',';Simples;',';Não Informado;',';Pleno dia;"');"
3627;,;3627;,';Céu Claro;',';Decrescente;',';Simples;',';Curva;',';Pleno dia;"');"
3628;,;3628;,';Céu Claro;',';Decrescente;',';Simples;',';Reta;',';Pleno dia;"');"
3629;,;3629;,';Céu Claro;',';Decrescente;',';Múltipla;',';Não Informado;',';Pleno dia;"');"
3630;,;3630;,';Céu Claro;',';Crescente;',';Simples;',';Reta;',';Pleno dia;"');"
3631;,;3631;,';Céu Claro;',';Decrescente;',';Dupla;',';Curva;',';Pleno dia;"');"
3632;,;3632;,';Nublado;',';Decrescente;',';Simples;',';Não Informado;',';Pleno dia;"');"
3633;,;3633;,';Céu Claro;',';Decrescente;',';Simples;',';Ponte;',';Pleno dia;"');"
3634;,;3634;,';Céu Claro;',';Crescente;',';Simples;',';Reta;',';Amanhecer;"');"
3635;,;3635;,';Sol;',';Decrescente;',';Simples;',';Curva;',';Pleno dia;"');"
3636;,;3636;,';Sol;',';Crescente;',';Simples;',';Reta;',';Pleno dia;"');"
3637;,;3637;,';Céu Claro;',';Decrescente;',';Múltipla;',';Reta;',';Pleno dia;"');"
3638;,;3638;,';Céu Claro;',';Decrescente;',';Dupla;',';Reta;',';Pleno dia;"');"
3639;,;3639;,';Chuva;',';Decrescente;',';Simples;',';Reta;',';Pleno dia;"');"
3640;,;3640;,';Céu Claro;',';Crescente;',';Simples;',';Reta;',';Pleno dia;"');"
3641;,;3641;,';Chuva;',';Crescente;',';Dupla;',';Curva;',';Pleno dia;"');"
3642;,;3642;,';Céu Claro;',';Crescente;',';Simples;',';Reta;',';Plena Noite;"');"
3643;,;3643;,';Nublado;',';Crescente;',';Dupla;',';Reta;',';Plena Noite;"');"
3644;,;3644;,';Céu Claro;',';Decrescente;',';Dupla;',';Reta;',';Pleno dia;"');"
3645;,;3645;,';Céu Claro;',';Crescente;',';Simples;',';Reta;',';Pleno dia;"');"
3646;,;3646;,';Céu Claro;',';Decrescente;',';Dupla;',';Reta;',';Pleno dia;"');"
3647;,;3647;,';Céu Claro;',';Crescente;',';Simples;',';Reta;',';Plena Noite;"');"
3648;,;3648;,';Céu Claro;',';Crescente;',';Dupla;',';Reta;',';Plena Noite;"');"
3649;,;3649;,';Céu Claro;',';Decrescente;',';Simples;',';Túnel;',';Plena Noite;"');"
3650;,;3650;,';Céu Claro;',';Crescente;',';Dupla;',';Curva;',';Pleno dia;"');"
3651;,;3651;,';Céu Claro;',';Crescente;',';Múltipla;',';Reta;',';Pleno dia;"');"
3652;,;3652;,';Nublado;',';Decrescente;',';Dupla;',';Reta;',';Pleno dia;"');"
3653;,;3653;,';Nublado;',';Crescente;',';Dupla;',';Reta;',';Pleno dia;"');"
3654;,;3654;,';Nublado;',';Decrescente;',';Simples;',';Reta;',';Pleno dia;"');"
3655;,;3655;,';Nublado;',';Decrescente;',';Simples;',';Desvio Temporário;',';Pleno dia;"');"
3656;,;3656;,';Sol;',';Decrescente;',';Simples;',';Reta;',';Pleno dia;"');"
3657;,;3657;,';Céu Claro;',';Crescente;',';Múltipla;',';Interseção de vias;',';Pleno dia;"');"
3658;,;3658;,';Céu Claro;',';Crescente;',';Simples;',';Não Informado;',';Pleno dia;"');"
3659;,;3659;,';Céu Claro;',';Crescente;',';Simples;',';Ponte;',';Plena Noite;"');"
3660;,;3660;,';Céu Claro;',';Decrescente;',';Dupla;',';Reta;',';Plena Noite;"');"
3661;,;3661;,';Céu Claro;',';Crescente;',';Dupla;',';Reta;',';Amanhecer;"');"
3662;,;3662;,';Céu Claro;',';Crescente;',';Dupla;',';Reta;',';Pleno dia;"');"
3663;,;3663;,';Céu Claro;',';Crescente;',';Múltipla;',';Reta;',';Pleno dia;"');"
3664;,;3664;,';Chuva;',';Crescente;',';Simples;',';Curva;',';Pleno dia;"');"
3665;,;3665;,';Nublado;',';Decrescente;',';Dupla;',';Curva;',';Pleno dia;"');"
3666;,;3666;,';Chuva;',';Crescente;',';Simples;',';Viaduto;',';Pleno dia;"');"
3667;,;3667;,';Céu Claro;',';Crescente;',';Simples;',';Curva;',';Pleno dia;"');"
3668;,;3668;,';Chuva;',';Crescente;',';Simples;',';Curva;',';Pleno dia;"');"
3669;,;3669;,';Chuva;',';Decrescente;',';Simples;',';Não Informado;',';Plena Noite;"');"
3670;,;3670;,';Nublado;',';Decrescente;',';Simples;',';Não Informado;',';Plena Noite;"');"
3671;,;3671;,';Ignorado;',';Decrescente;',';Simples;',';Desvio Temporário;',';Plena Noite;"');"
3672;,;3672;,';Chuva;',';Decrescente;',';Simples;',';Reta;',';Plena Noite;"');"
3673;,;3673;,';Nublado;',';Decrescente;',';Dupla;',';Curva;',';Pleno dia;"');"
3674;,;3674;,';Céu Claro;',';Crescente;',';Simples;',';Reta;',';Pleno dia;"');"
3675;,;3675;,';Céu Claro;',';Crescente;',';Simples;',';Viaduto;',';Pleno dia;"');"
3676;,;3676;,';Nublado;',';Decrescente;',';Simples;',';Desvio Temporário;',';Plena Noite;"');"
3677;,;3677;,';Céu Claro;',';Decrescente;',';Dupla;',';Reta;',';Pleno dia;"');"
3678;,;3678;,';Nublado;',';Crescente;',';Dupla;',';Reta;',';Plena Noite;"');"
3679;,;3679;,';Nublado;',';Crescente;',';Simples;',';Reta;',';Plena Noite;"');"
3680;,;3680;,';Céu Claro;',';Crescente;',';Simples;',';Reta;',';Plena Noite;"');"
3681;,;3681;,';Nublado;',';Crescente;',';Simples;',';Reta;',';Amanhecer;"');"
3682;,;3682;,';Nublado;',';Crescente;',';Múltipla;',';Curva;',';Amanhecer;"');"
3683;,;3683;,';Nublado;',';Decrescente;',';Simples;',';Reta;',';Pleno dia;"');"
3684;,;3684;,';Céu Claro;',';Crescente;',';Dupla;',';Reta;',';Pleno dia;"');"
3685;,;3685;,';Céu Claro;',';Crescente;',';Dupla;',';Rotatória;',';Anoitecer;"');"
3686;,;3686;,';Céu Claro;',';Decrescente;',';Simples;',';Reta;',';Plena Noite;"');"
3687;,;3687;,';Céu Claro;',';Decrescente;',';Múltipla;',';Rotatória;',';Plena Noite;"');"
3688;,;3688;,';Céu Claro;',';Crescente;',';Simples;',';Reta;',';Plena Noite;"');"
3689;,;3689;,';Céu Claro;',';Decrescente;',';Simples;',';Não Informado;',';Plena Noite;"');"
3690;,;3690;,';Sol;',';Crescente;',';Múltipla;',';Reta;',';Pleno dia;"');"
3691;,;3691;,';Céu Claro;',';Crescente;',';Simples;',';Curva;',';Pleno dia;"');"
3692;,;3692;,';Sol;',';Crescente;',';Simples;',';Retorno Regulamentado;',';Pleno dia;"');"
3693;,;3693;,';Céu Claro;',';Crescente;',';Simples;',';Reta;',';Pleno dia;"');"
3694;,;3694;,';Céu Claro;',';Não Informado;',';Dupla;',';Reta;',';Pleno dia;"');"
3695;,;3695;,';Céu Claro;',';Crescente;',';Simples;',';Reta;',';Pleno dia;"');"
3696;,;3696;,';Céu Claro;',';Crescente;',';Simples;',';Reta;',';Pleno dia;"');"
3697;,;3697;,';Céu Claro;',';Decrescente;',';Simples;',';Reta;',';Pleno dia;"');"
3698;,;3698;,';Céu Claro;',';Decrescente;',';Dupla;',';Interseção de vias;',';Plena Noite;"');"
3699;,;3699;,';Céu Claro;',';Decrescente;',';Simples;',';Reta;',';Pleno dia;"');"
3700;,;3700;,';Sol;',';Crescente;',';Simples;',';Reta;',';Pleno dia;"');"
3701;,;3701;,';Sol;',';Crescente;',';Dupla;',';Não Informado;',';Pleno dia;"');"
3702;,;3702;,';Céu Claro;',';Crescente;',';Simples;',';Reta;',';Plena Noite;"');"
3703;,;3703;,';Nublado;',';Crescente;',';Simples;',';Reta;',';Plena Noite;"');"
3704;,;3704;,';Céu Claro;',';Decrescente;',';Simples;',';Reta;',';Plena Noite;"');"
3705;,;3705;,';Nublado;',';Crescente;',';Simples;',';Reta;',';Amanhecer;"');"
3706;,;3706;,';Sol;',';Crescente;',';Múltipla;',';Reta;',';Pleno dia;"');"
3707;,;3707;,';Nublado;',';Crescente;',';Simples;',';Interseção de vias;',';Pleno dia;"');"
3708;,;3708;,';Nublado;',';Decrescente;',';Dupla;',';Não Informado;',';Pleno dia;"');"
3709;,;3709;,';Sol;',';Crescente;',';Simples;',';Não Informado;',';Pleno dia;"');"
3710;,;3710;,';Céu Claro;',';Decrescente;',';Dupla;',';Reta;',';Pleno dia;"');"
3711;,;3711;,';Céu Claro;',';Crescente;',';Dupla;',';Reta;',';Pleno dia;"');"
3712;,;3712;,';Chuva;',';Crescente;',';Simples;',';Desvio Temporário;',';Plena Noite;"');"
3713;,;3713;,';Céu Claro;',';Decrescente;',';Simples;',';Curva;',';Plena Noite;"');"
3714;,;3714;,';Céu Claro;',';Crescente;',';Dupla;',';Reta;',';Pleno dia;"');"
3715;,;3715;,';Céu Claro;',';Decrescente;',';Simples;',';Reta;',';Anoitecer;"');"
3716;,;3716;,';Sol;',';Crescente;',';Dupla;',';Reta;',';Pleno dia;"');"
3717;,;3717;,';Céu Claro;',';Decrescente;',';Simples;',';Reta;',';Pleno dia;"');"
3718;,;3718;,';Céu Claro;',';Crescente;',';Simples;',';Reta;',';Pleno dia;"');"
3719;,;3719;,';Céu Claro;',';Decrescente;',';Simples;',';Reta;',';Pleno dia;"');"
3720;,;3720;,';Céu Claro;',';Crescente;',';Dupla;',';Reta;',';Pleno dia;"');"
3721;,;3721;,';Céu Claro;',';Decrescente;',';Simples;',';Interseção de vias;',';Plena Noite;"');"
3722;,;3722;,';Céu Claro;',';Crescente;',';Dupla;',';Reta;',';Plena Noite;"');"
3723;,;3723;,';Céu Claro;',';Crescente;',';Simples;',';Reta;',';Plena Noite;"');"
3724;,;3724;,';Ignorado;',';Decrescente;',';Simples;',';Rotatória;',';Plena Noite;"');"
3725;,;3725;,';Céu Claro;',';Crescente;',';Simples;',';Ponte;',';Plena Noite;"');"
3726;,;3726;,';Céu Claro;',';Crescente;',';Dupla;',';Reta;',';Plena Noite;"');"
3727;,;3727;,';Nublado;',';Crescente;',';Simples;',';Desvio Temporário;',';Plena Noite;"');"
3728;,;3728;,';Céu Claro;',';Decrescente;',';Dupla;',';Reta;',';Pleno dia;"');"
3729;,;3729;,';Céu Claro;',';Decrescente;',';Simples;',';Reta;',';Pleno dia;"');"
3730;,;3730;,';Céu Claro;',';Decrescente;',';Simples;',';Reta;',';Pleno dia;"');"
3731;,;3731;,';Céu Claro;',';Decrescente;',';Simples;',';Reta;',';Pleno dia;"');"
3732;,;3732;,';Céu Claro;',';Decrescente;',';Simples;',';Rotatória;',';Anoitecer;"');"
3733;,;3733;,';Céu Claro;',';Decrescente;',';Dupla;',';Reta;',';Pleno dia;"');"
3734;,;3734;,';Céu Claro;',';Decrescente;',';Dupla;',';Reta;',';Anoitecer;"');"
3735;,;3735;,';Céu Claro;',';Crescente;',';Simples;',';Reta;',';Anoitecer;"');"
3736;,;3736;,';Céu Claro;',';Crescente;',';Simples;',';Curva;',';Pleno dia;"');"
3737;,;3737;,';Céu Claro;',';Crescente;',';Simples;',';Reta;',';Plena Noite;"');"
3738;,;3738;,';Céu Claro;',';Crescente;',';Dupla;',';Reta;',';Plena Noite;"');"
3739;,;3739;,';Céu Claro;',';Crescente;',';Dupla;',';Não Informado;',';Plena Noite;"');"
3740;,;3740;,';Sol;',';Crescente;',';Dupla;',';Reta;',';Pleno dia;"');"
3741;,;3741;,';Sol;',';Crescente;',';Simples;',';Reta;',';Pleno dia;"');"
3742;,;3742;,';Céu Claro;',';Decrescente;',';Simples;',';Reta;',';Pleno dia;"');"
3743;,;3743;,';Céu Claro;',';Decrescente;',';Simples;',';Reta;',';Plena Noite;"');"
3744;,;3744;,';Céu Claro;',';Crescente;',';Dupla;',';Reta;',';Anoitecer;"');"
3745;,;3745;,';Nublado;',';Decrescente;',';Simples;',';Reta;',';Plena Noite;"');"
3746;,;3746;,';Céu Claro;',';Decrescente;',';Simples;',';Rotatória;',';Plena Noite;"');"
3747;,;3747;,';Céu Claro;',';Decrescente;',';Simples;',';Reta;',';Plena Noite;"');"
3748;,;3748;,';Céu Claro;',';Crescente;',';Múltipla;',';Reta;',';Pleno dia;"');"
3749;,;3749;,';Céu Claro;',';Crescente;',';Simples;',';Curva;',';Pleno dia;"');"
3750;,;3750;,';Garoa/Chuvisco;',';Crescente;',';Simples;',';Reta;',';Plena Noite;"');"
3751;,;3751;,';Sol;',';Crescente;',';Dupla;',';Reta;',';Pleno dia;"');"
3752;,;3752;,';Céu Claro;',';Decrescente;',';Simples;',';Reta;',';Pleno dia;"');"
3753;,;3753;,';Céu Claro;',';Crescente;',';Dupla;',';Reta;',';Pleno dia;"');"
3754;,;3754;,';Céu Claro;',';Decrescente;',';Dupla;',';Reta;',';Pleno dia;"');"
3755;,;3755;,';Céu Claro;',';Crescente;',';Simples;',';Rotatória;',';Pleno dia;"');"
3756;,;3756;,';Céu Claro;',';Decrescente;',';Dupla;',';Curva;',';Pleno dia;"');"
3757;,;3757;,';Céu Claro;',';Decrescente;',';Dupla;',';Reta;',';Pleno dia;"');"
3758;,;3758;,';Sol;',';Crescente;',';Dupla;',';Não Informado;',';Pleno dia;"');"
3759;,;3759;,';Nublado;',';Decrescente;',';Simples;',';Reta;',';Plena Noite;"');"
3760;,;3760;,';Céu Claro;',';Crescente;',';Simples;',';Reta;',';Plena Noite;"');"
3761;,;3761;,';Nublado;',';Decrescente;',';Simples;',';Rotatória;',';Plena Noite;"');"
3762;,;3762;,';Chuva;',';Decrescente;',';Simples;',';Curva;',';Plena Noite;"');"
3763;,;3763;,';Garoa/Chuvisco;',';Crescente;',';Dupla;',';Reta;',';Pleno dia;"');"
3764;,;3764;,';Céu Claro;',';Crescente;',';Múltipla;',';Reta;',';Pleno dia;"');"
3765;,;3765;,';Nublado;',';Decrescente;',';Simples;',';Reta;',';Pleno dia;"');"
3766;,;3766;,';Céu Claro;',';Decrescente;',';Simples;',';Não Informado;',';Amanhecer;"');"
3767;,;3767;,';Céu Claro;',';Decrescente;',';Dupla;',';Reta;',';Pleno dia;"');"
3768;,;3768;,';Céu Claro;',';Crescente;',';Simples;',';Reta;',';Plena Noite;"');"
3769;,;3769;,';Céu Claro;',';Decrescente;',';Simples;',';Reta;',';Pleno dia;"');"
3770;,;3770;,';Céu Claro;',';Decrescente;',';Simples;',';Reta;',';Pleno dia;"');"
3771;,;3771;,';Céu Claro;',';Decrescente;',';Simples;',';Curva;',';Plena Noite;"');"
