id_Condicoes;;id_Acidente;;condicao_metereologica;;sentido_via;;tipo_pista;;tracado_via;;fase_dia;;;;;
16473;,;16473;,';Nublado;',';Decrescente;',';Múltipla;',';Interseção de vias;',';Pleno dia;"');";;;;
16474;,;16474;,';Nublado;',';Decrescente;',';Dupla;',';Reta;',';Pleno dia;"');";;;;
16475;,;16475;,';Nublado;',';Decrescente;',';Simples;',';Reta;',';Pleno dia;"');";;;;
16476;,;16476;,';Chuva;',';Crescente;',';Dupla;',';Interseção de vias;',';Pleno dia;"');";;;;
16477;,;16477;,';Céu Claro;',';Decrescente;',';Simples;',';Curva;',';Pleno dia;"');";;;;
16478;,;16478;,';Nublado;',';Crescente;',';Simples;',';Interseção de vias;',';Pleno dia;"');";;;;
16479;,;16479;,';Chuva;',';Decrescente;',';Dupla;',';Curva;',';Pleno dia;"');";;;;
16480;,;16480;,';Céu Claro;',';Crescente;',';Simples;',';Reta;',';Pleno dia;"');";;;;
16481;,;16481;,';Chuva;',';Decrescente;',';Dupla;',';Reta;',';Plena Noite;"');";;;;
16482;,;16482;,';Céu Claro;',';Crescente;',';Simples;',';Não Informado;',';Anoitecer;"');";;;;
16483;,;16483;,';Garoa/Chuvisco;',';Decrescente;',';Dupla;',';Reta;',';Pleno dia;"');";;;;
16484;,;16484;,';Nevoeiro/Neblina;',';Decrescente;',';Dupla;',';Não Informado;',';Plena Noite;"');";;;;
16485;,;16485;,';Céu Claro;',';Decrescente;',';Simples;',';Reta;',';Plena Noite;"');";;;;
16486;,;16486;,';Céu Claro;',';Crescente;',';Múltipla;',';Reta;',';Plena Noite;"');";;;;
16487;,;16487;,';Nublado;',';Decrescente;',';Dupla;',';Reta;',';Plena Noite;"');";;;;
16488;,;16488;,';Céu Claro;',';Crescente;',';Simples;',';Reta;',';Plena Noite;"');";;;;
16489;,;16489;,';Nublado;',';Crescente;',';Dupla;',';Curva;',';Pleno dia;"');";;;;
16490;,;16490;,';Céu Claro;',';Decrescente;',';Simples;',';Reta;',';Plena Noite;"');";;;;
16491;,;16491;,';Nublado;',';Decrescente;',';Simples;',';Interseção de vias;',';Plena Noite;"');";;;;
16492;,;16492;,';Nublado;',';Crescente;',';Dupla;',';Reta;',';Plena Noite;"');";;;;
16493;,;16493;,';Nublado;',';Decrescente;',';Simples;',';Reta;',';Plena Noite;"');";;;;
16494;,;16494;,';Chuva;',';Crescente;',';Simples;',';Rotatória;',';Amanhecer;"');";;;;
16495;,;16495;,';Céu Claro;',';Crescente;',';Dupla;',';Reta;',';Plena Noite;"');";;;;
16496;,;16496;,';Céu Claro;',';Crescente;',';Dupla;',';Reta;',';Plena Noite;"');";;;;
16497;,;16497;,';Céu Claro;',';Decrescente;',';Simples;',';Curva;',';Plena Noite;"');";;;;
16498;,;16498;,';Céu Claro;',';Crescente;',';Dupla;',';Rotatória;',';Plena Noite;"');";;;;
16499;,;16499;,';Nevoeiro/Neblina;',';Decrescente;',';Simples;',';Não Informado;',';Plena Noite;"');";;;;
16500;,;16500;,';Céu Claro;',';Decrescente;',';Dupla;',';Reta;',';Plena Noite;"');";;;;
16501;,;16501;,';Céu Claro;',';Crescente;',';Dupla;',';Reta;',';Plena Noite;"');";;;;
16502;,;16502;,';Nevoeiro/Neblina;',';Decrescente;',';Dupla;',';Reta;',';Amanhecer;"');";;;;
16503;,;16503;,';Nublado;',';Crescente;',';Dupla;',';Reta;',';Pleno dia;"');";;;;
16504;,;16504;,';Céu Claro;',';Decrescente;',';Múltipla;',';Viaduto;',';Pleno dia;"');";;;;
16505;,;16505;,';Céu Claro;',';Decrescente;',';Dupla;',';Reta;',';Pleno dia;"');";;;;
16506;,;16506;,';Céu Claro;',';Decrescente;',';Simples;',';Rotatória;',';Pleno dia;"');";;;;
16507;,;16507;,';Céu Claro;',';Decrescente;',';Dupla;',';Reta;',';Pleno dia;"');";;;;
16508;,;16508;,';Céu Claro;',';Crescente;',';Múltipla;',';Reta;',';Pleno dia;"');";;;;
16509;,;16509;,';Sol;',';Crescente;',';Simples;',';Reta;',';Pleno dia;"');";;;;
16510;,;16510;,';Sol;',';Crescente;',';Simples;',';Não Informado;',';Pleno dia;"');";;;;
16511;,;16511;,';Sol;',';Crescente;',';Dupla;',';Retorno Regulamentado;',';Pleno dia;"');";;;;
16512;,;16512;,';Céu Claro;',';Crescente;',';Simples;',';Reta;',';Pleno dia;"');";;;;
16513;,;16513;,';Sol;',';Crescente;',';Simples;',';Não Informado;',';Pleno dia;"');";;;;
16514;,;16514;,';Céu Claro;',';Crescente;',';Dupla;',';Reta;',';Pleno dia;"');";;;;
16515;,;16515;,';Céu Claro;',';Crescente;',';Simples;',';Reta;',';Pleno dia;"');";;;;
16516;,;16516;,';Garoa/Chuvisco;',';Crescente;',';Simples;',';Reta;',';Pleno dia;"');";;;;
16517;,;16517;,';Céu Claro;',';Crescente;',';Dupla;',';Não Informado;',';Pleno dia;"');";;;;
16518;,;16518;,';Céu Claro;',';Decrescente;',';Simples;',';Reta;',';Pleno dia;"');";;;;
16519;,;16519;,';Céu Claro;',';Decrescente;',';Simples;',';Curva;',';Pleno dia;"');";;;;
16520;,;16520;,';Céu Claro;',';Decrescente;',';Simples;',';Desvio Temporário;',';Anoitecer;"');";;;;
16521;,;16521;,';Céu Claro;',';Decrescente;',';Dupla;',';Reta;',';Anoitecer;"');";;;;
16522;,;16522;,';Céu Claro;',';Crescente;',';Simples;',';Interseção de vias;',';Anoitecer;"');";;;;
16523;,;16523;,';Céu Claro;',';Decrescente;',';Dupla;',';Reta;',';Plena Noite;"');";;;;
16524;,;16524;,';Nublado;',';Crescente;',';Múltipla;',';Rotatória;',';Plena Noite;"');";;;;
16525;,;16525;,';Céu Claro;',';Crescente;',';Simples;',';Curva;',';Pleno dia;"');";;;;
16526;,;16526;,';Céu Claro;',';Crescente;',';Dupla;',';Desvio Temporário;',';Plena Noite;"');";;;;
16527;,;16527;,';Céu Claro;',';Decrescente;',';Dupla;',';Não Informado;',';Plena Noite;"');";;;;
16528;,;16528;,';Céu Claro;',';Decrescente;',';Dupla;',';Não Informado;',';Plena Noite;"');";;;;
16529;,;16529;,';Nublado;',';Crescente;',';Simples;',';Reta;',';Plena Noite;"');";;;;
16530;,;16530;,';Ignorado;',';Decrescente;',';Dupla;',';Reta;',';Plena Noite;"');";;;;
16531;,;16531;,';Céu Claro;',';Crescente;',';Simples;',';Reta;',';Anoitecer;"');";;;;
16532;,;16532;,';Nublado;',';Crescente;',';Dupla;',';Reta;',';Anoitecer;"');";;;;
16533;,;16533;,';Nublado;',';Decrescente;',';Simples;',';Interseção de vias;',';Plena Noite;"');";;;;
16534;,;16534;,';Céu Claro;',';Decrescente;',';Simples;',';Interseção de vias;',';Plena Noite;"');";;;;
16535;,;16535;,';Céu Claro;',';Decrescente;',';Simples;',';Curva;',';Plena Noite;"');";;;;
16536;,;16536;,';Céu Claro;',';Crescente;',';Simples;',';Não Informado;',';Plena Noite;"');";;;;
16537;,;16537;,';Nublado;',';Crescente;',';Simples;',';Não Informado;',';Plena Noite;"');";;;;
16538;,;16538;,';Céu Claro;',';Decrescente;',';Dupla;',';Curva;',';Plena Noite;"');";;;;
16539;,;16539;,';Céu Claro;',';Decrescente;',';Dupla;',';Não Informado;',';Plena Noite;"');";;;;
16540;,;16540;,';Céu Claro;',';Decrescente;',';Simples;',';Reta;',';Plena Noite;"');";;;;
16541;,;16541;,';Nevoeiro/Neblina;',';Crescente;',';Dupla;',';Retorno Regulamentado;',';Plena Noite;"');";;;;
16542;,;16542;,';Nublado;',';Decrescente;',';Dupla;',';Reta;',';Plena Noite;"');";;;;
16543;,;16543;,';Nublado;',';Não Informado;',';Múltipla;',';Reta;',';Plena Noite;"');";;;;
16544;,;16544;,';Céu Claro;',';Crescente;',';Simples;',';Reta;',';Plena Noite;"');";;;;
16545;,;16545;,';Céu Claro;',';Decrescente;',';Simples;',';Reta;',';Plena Noite;"');";;;;
16546;,;16546;,';Céu Claro;',';Decrescente;',';Dupla;',';Reta;',';Amanhecer;"');";;;;
16547;,;16547;,';Céu Claro;',';Crescente;',';Dupla;',';Reta;',';Amanhecer;"');";;;;
16548;,;16548;,';Céu Claro;',';Crescente;',';Simples;',';Curva;',';Plena Noite;"');";;;;
16549;,;16549;,';Céu Claro;',';Decrescente;',';Simples;',';Reta;',';Amanhecer;"');";;;;
16550;,;16550;,';Céu Claro;',';Crescente;',';Simples;',';Não Informado;',';Plena Noite;"');";;;;
16551;,;16551;,';Nevoeiro/Neblina;',';Decrescente;',';Simples;',';Interseção de vias;',';Amanhecer;"');";;;;
16552;,;16552;,';Céu Claro;',';Decrescente;',';Simples;',';Não Informado;',';Plena Noite;"');";;;;
16553;,;16553;,';Céu Claro;',';Decrescente;',';Dupla;',';Reta;',';Pleno dia;"');";;;;
16554;,;16554;,';Céu Claro;',';Decrescente;',';Dupla;',';Reta;',';Amanhecer;"');";;;;
16555;,;16555;,';Céu Claro;',';Crescente;',';Simples;',';Reta;',';Amanhecer;"');";;;;
16556;,;16556;,';Sol;',';Crescente;',';Dupla;',';Reta;',';Pleno dia;"');";;;;
16557;,;16557;,';Céu Claro;',';Decrescente;',';Simples;',';Curva;',';Plena Noite;"');";;;;
16558;,;16558;,';Sol;',';Crescente;',';Dupla;',';Reta;',';Pleno dia;"');";;;;
16559;,;16559;,';Céu Claro;',';Decrescente;',';Simples;',';Não Informado;',';Pleno dia;"');";;;;
16560;,;16560;,';Céu Claro;',';Crescente;',';Dupla;',';Reta;',';Pleno dia;"');";;;;
16561;,;16561;,';Sol;',';Crescente;',';Dupla;',';Reta;',';Pleno dia;"');";;;;
16562;,;16562;,';Sol;',';Decrescente;',';Simples;',';Interseção de vias;',';Pleno dia;"');";;;;
16563;,;16563;,';Céu Claro;',';Decrescente;',';Simples;',';Não Informado;',';Pleno dia;"');";;;;
16564;,;16564;,';Céu Claro;',';Decrescente;',';Simples;',';Reta;',';Pleno dia;"');";;;;
16565;,;16565;,';Céu Claro;',';Decrescente;',';Múltipla;',';Reta;',';Pleno dia;"');";;;;
16566;,;16566;,';Céu Claro;',';Decrescente;',';Dupla;',';Reta;',';Pleno dia;"');";;;;
16567;,;16567;,';Céu Claro;',';Decrescente;',';Múltipla;',';Reta;',';Pleno dia;"');";;;;
16568;,;16568;,';Sol;',';Crescente;',';Simples;',';Reta;',';Pleno dia;"');";;;;
16569;,;16569;,';Sol;',';Decrescente;',';Múltipla;',';Interseção de vias;',';Pleno dia;"');";;;;
16570;,;16570;,';Céu Claro;',';Crescente;',';Dupla;',';Reta;',';Pleno dia;"');";;;;
16571;,;16571;,';Céu Claro;',';Decrescente;',';Múltipla;',';Reta;',';Pleno dia;"');";;;;
16572;,;16572;,';Céu Claro;',';Decrescente;',';Simples;',';Reta;',';Plena Noite;"');";;;;
16573;,;16573;,';Céu Claro;',';Decrescente;',';Múltipla;',';Reta;',';Plena Noite;"');";;;;
16574;,;16574;,';Céu Claro;',';Crescente;',';Simples;',';Curva;',';Pleno dia;"');";;;;
16575;,;16575;,';Céu Claro;',';Crescente;',';Simples;',';Reta;',';Pleno dia;"');";;;;
16576;,;16576;,';Céu Claro;',';Crescente;',';Múltipla;',';Reta;',';Plena Noite;"');";;;;
16577;,;16577;,';Céu Claro;',';Decrescente;',';Simples;',';Reta;',';Plena Noite;"');";;;;
16578;,;16578;,';Céu Claro;',';Decrescente;',';Múltipla;',';Interseção de vias;',';Plena Noite;"');";;;;
16579;,;16579;,';Céu Claro;',';Crescente;',';Simples;',';Reta;',';Plena Noite;"');";;;;
16580;,;16580;,';Céu Claro;',';Decrescente;',';Simples;',';Reta;',';Pleno dia;"');";;;;
16581;,;16581;,';Céu Claro;',';Decrescente;',';Dupla;',';Reta;',';Plena Noite;"');";;;;
16582;,;16582;,';Céu Claro;',';Crescente;',';Simples;',';Reta;',';Plena Noite;"');";;;;
16583;,;16583;,';Nublado;',';Crescente;',';Dupla;',';Reta;',';Plena Noite;"');";;;;
16584;,;16584;,';Sol;',';Crescente;',';Simples;',';Não Informado;',';Pleno dia;"');";;;;
16585;,;16585;,';Céu Claro;',';Decrescente;',';Simples;',';Reta;',';Anoitecer;"');";;;;
16586;,;16586;,';Céu Claro;',';Decrescente;',';Múltipla;',';Reta;',';Anoitecer;"');";;;;
16587;,;16587;,';Nublado;',';Decrescente;',';Dupla;',';Reta;',';Plena Noite;"');";;;;
16588;,;16588;,';Céu Claro;',';Decrescente;',';Simples;',';Curva;',';Plena Noite;"');";;;;
16589;,;16589;,';Nublado;',';Crescente;',';Dupla;',';Reta;',';Plena Noite;"');";;;;
16590;,;16590;,';Céu Claro;',';Decrescente;',';Simples;',';Curva;',';Plena Noite;"');";;;;
16591;,;16591;,';Céu Claro;',';Crescente;',';Simples;',';Reta;',';Plena Noite;"');";;;;
16592;,;16592;,';Céu Claro;',';Crescente;',';Dupla;',';Reta;',';Plena Noite;"');";;;;
16593;,;16593;,';Céu Claro;',';Decrescente;',';Dupla;',';Reta;',';Plena Noite;"');";;;;
16594;,;16594;,';Nublado;',';Decrescente;',';Múltipla;',';Curva;',';Plena Noite;"');";;;;
16595;,;16595;,';Céu Claro;',';Crescente;',';Dupla;',';Reta;',';Pleno dia;"');";;;;
16596;,;16596;,';Chuva;',';Crescente;',';Simples;',';Curva;',';Amanhecer;"');";;;;
16597;,;16597;,';Nublado;',';Decrescente;',';Simples;',';Curva;',';Plena Noite;"');";;;;
16598;,;16598;,';Céu Claro;',';Crescente;',';Múltipla;',';Reta;',';Pleno dia;"');";;;;
16599;,;16599;,';Nublado;',';Crescente;',';Dupla;',';Curva;',';Pleno dia;"');";;;;
16600;,;16600;,';Nublado;',';Decrescente;',';Dupla;',';Reta;',';Plena Noite;"');";;;;
16601;,;16601;,';Céu Claro;',';Crescente;',';Múltipla;',';Reta;',';Pleno dia;"');";;;;
16602;,;16602;,';Nublado;',';Decrescente;',';Dupla;',';Reta;',';Pleno dia;"');";;;;
16603;,;16603;,';Céu Claro;',';Decrescente;',';Dupla;',';Curva;',';Pleno dia;"');";;;;
16604;,;16604;,';Sol;',';Crescente;',';Simples;',';Reta;',';Pleno dia;"');";;;;
16605;,;16605;,';Céu Claro;',';Decrescente;',';Dupla;',';Curva;',';Pleno dia;"');";;;;
16606;,;16606;,';Céu Claro;',';Crescente;',';Simples;',';Reta;',';Pleno dia;"');";;;;
16607;,;16607;,';Céu Claro;',';Crescente;',';Dupla;',';Reta;',';Pleno dia;"');";;;;
16608;,;16608;,';Céu Claro;',';Decrescente;',';Simples;',';Reta;',';Pleno dia;"');";;;;
16609;,;16609;,';Sol;',';Crescente;',';Dupla;',';Reta;',';Pleno dia;"');";;;;
16610;,;16610;,';Céu Claro;',';Decrescente;',';Simples;',';Curva;',';Pleno dia;"');";;;;
16611;,;16611;,';Céu Claro;',';Crescente;',';Simples;',';Curva;',';Pleno dia;"');";;;;
16612;,;16612;,';Céu Claro;',';Crescente;',';Simples;',';Não Informado;',';Pleno dia;"');";;;;
16613;,;16613;,';Sol;',';Crescente;',';Dupla;',';Reta;',';Pleno dia;"');";;;;
16614;,;16614;,';Sol;',';Crescente;',';Dupla;',';Interseção de vias;',';Pleno dia;"');";;;;
16615;,;16615;,';Sol;',';Crescente;',';Simples;',';Não Informado;',';Pleno dia;"');";;;;
16616;,;16616;,';Céu Claro;',';Crescente;',';Dupla;',';Reta;',';Pleno dia;"');";;;;
16617;,;16617;,';Céu Claro;',';Decrescente;',';Simples;',';Reta;',';Pleno dia;"');";;;;
16618;,;16618;,';Garoa/Chuvisco;',';Decrescente;',';Dupla;',';Reta;',';Pleno dia;"');";;;;
16619;,;16619;,';Sol;',';Crescente;',';Simples;',';Reta;',';Pleno dia;"');";;;;
16620;,;16620;,';Céu Claro;',';Decrescente;',';Simples;',';Curva;',';Pleno dia;"');";;;;
16621;,;16621;,';Chuva;',';Decrescente;',';Simples;',';Reta;',';Pleno dia;"');";;;;
16622;,;16622;,';Sol;',';Decrescente;',';Simples;',';Curva;',';Pleno dia;"');";;;;
16623;,;16623;,';Céu Claro;',';Decrescente;',';Simples;',';Reta;',';Plena Noite;"');";;;;
16624;,;16624;,';Nublado;',';Crescente;',';Múltipla;',';Não Informado;',';Plena Noite;"');";;;;
16625;,;16625;,';Céu Claro;',';Crescente;',';Simples;',';Reta;',';Pleno dia;"');";;;;
16626;,;16626;,';Céu Claro;',';Decrescente;',';Simples;',';Reta;',';Plena Noite;"');";;;;
16627;,;16627;,';Nublado;',';Crescente;',';Múltipla;',';Reta;',';Plena Noite;"');";;;;
16628;,;16628;,';Céu Claro;',';Decrescente;',';Dupla;',';Curva;',';Plena Noite;"');";;;;
16629;,;16629;,';Céu Claro;',';Decrescente;',';Simples;',';Reta;',';Plena Noite;"');";;;;
16630;,;16630;,';Nublado;',';Decrescente;',';Simples;',';Reta;',';Plena Noite;"');";;;;
16631;,;16631;,';Nublado;',';Crescente;',';Simples;',';Reta;',';Plena Noite;"');";;;;
16632;,;16632;,';Nublado;',';Crescente;',';Simples;',';Interseção de vias;',';Anoitecer;"');";;;;
16633;,;16633;,';Céu Claro;',';Decrescente;',';Simples;',';Reta;',';Plena Noite;"');";;;;
16634;,;16634;,';Nublado;',';Decrescente;',';Dupla;',';Não Informado;',';Plena Noite;"');";;;;
16635;,;16635;,';Céu Claro;',';Crescente;',';Simples;',';Curva;',';Plena Noite;"');";;;;
16636;,;16636;,';Céu Claro;',';Crescente;',';Dupla;',';Reta;',';Plena Noite;"');";;;;
16637;,;16637;,';Céu Claro;',';Decrescente;',';Dupla;',';Reta;',';Plena Noite;"');";;;;
16638;,;16638;,';Chuva;',';Crescente;',';Dupla;',';Desvio Temporário;',';Plena Noite;"');";;;;
16639;,;16639;,';Céu Claro;',';Decrescente;',';Dupla;',';Reta;',';Amanhecer;"');";;;;
16640;,;16640;,';Sol;',';Crescente;',';Dupla;',';Viaduto;',';Pleno dia;"');";;;;
16641;,;16641;,';Céu Claro;',';Decrescente;',';Simples;',';Reta;',';Pleno dia;"');";;;;
16642;,;16642;,';Nublado;',';Crescente;',';Simples;',';Reta;',';Pleno dia;"');";;;;
16643;,;16643;,';Céu Claro;',';Decrescente;',';Dupla;',';Reta;',';Pleno dia;"');";;;;
16644;,;16644;,';Céu Claro;',';Decrescente;',';Dupla;',';Reta;',';Pleno dia;"');";;;;
16645;,;16645;,';Céu Claro;',';Crescente;',';Simples;',';Reta;',';Pleno dia;"');";;;;
16646;,;16646;,';Chuva;',';Decrescente;',';Simples;',';Não Informado;',';Pleno dia;"');";;;;
16647;,;16647;,';Ignorado;',';Crescente;',';Simples;',';Reta;',';Pleno dia;"');";;;;
16648;,;16648;,';Céu Claro;',';Crescente;',';Múltipla;',';Reta;',';Pleno dia;"');";;;;
16649;,;16649;,';Ignorado;',';Crescente;',';Simples;',';Reta;',';Plena Noite;"');";;;;
16650;,;16650;,';Céu Claro;',';Crescente;',';Simples;',';Reta;',';Pleno dia;"');";;;;
16651;,;16651;,';Céu Claro;',';Crescente;',';Simples;',';Ponte;',';Pleno dia;"');";;;;
16652;,;16652;,';Céu Claro;',';Decrescente;',';Dupla;',';Reta;',';Pleno dia;"');";;;;
16653;,;16653;,';Céu Claro;',';Decrescente;',';Simples;',';Curva;',';Pleno dia;"');";;;;
16654;,;16654;,';Sol;',';Crescente;',';Simples;',';Rotatória;',';Pleno dia;"');";;;;
16655;,;16655;,';Céu Claro;',';Crescente;',';Dupla;',';Reta;',';Pleno dia;"');";;;;
16656;,;16656;,';Céu Claro;',';Crescente;',';Múltipla;',';Não Informado;',';Pleno dia;"');";;;;
16657;,;16657;,';Garoa/Chuvisco;',';Decrescente;',';Simples;',';Reta;',';Pleno dia;"');";;;;
16658;,;16658;,';Céu Claro;',';Crescente;',';Dupla;',';Reta;',';Pleno dia;"');";;;;
16659;,;16659;,';Chuva;',';Decrescente;',';Simples;',';Curva;',';Pleno dia;"');";;;;
16660;,;16660;,';Céu Claro;',';Crescente;',';Simples;',';Curva;',';Anoitecer;"');";;;;
16661;,;16661;,';Céu Claro;',';Decrescente;',';Simples;',';Reta;',';Plena Noite;"');";;;;
16662;,;16662;,';Nublado;',';Crescente;',';Simples;',';Rotatória;',';Plena Noite;"');";;;;
16663;,;16663;,';Chuva;',';Decrescente;',';Dupla;',';Retorno Regulamentado;',';Plena Noite;"');";;;;
16664;,;16664;,';Céu Claro;',';Decrescente;',';Dupla;',';Reta;',';Pleno dia;"');";;;;
16665;,;16665;,';Garoa/Chuvisco;',';Crescente;',';Dupla;',';Reta;',';Plena Noite;"');";;;;
16666;,;16666;,';Céu Claro;',';Crescente;',';Simples;',';Interseção de vias;',';Plena Noite;"');";;;;
16667;,;16667;,';Nublado;',';Decrescente;',';Simples;',';Não Informado;',';Plena Noite;"');";;;;
16668;,;16668;,';Céu Claro;',';Crescente;',';Simples;',';Reta;',';Amanhecer;"');";;;;
16669;,;16669;,';Sol;',';Crescente;',';Múltipla;',';Reta;',';Pleno dia;"');";;;;
16670;,;16670;,';Nublado;',';Crescente;',';Simples;',';Reta;',';Pleno dia;"');";;;;
16671;,;16671;,';Céu Claro;',';Decrescente;',';Dupla;',';Reta;',';Pleno dia;"');";;;;
16672;,;16672;,';Nublado;',';Decrescente;',';Simples;',';Reta;',';Plena Noite;"');";;;;
16673;,;16673;,';Céu Claro;',';Crescente;',';Dupla;',';Reta;',';Plena Noite;"');";;;;
16674;,;16674;,';Céu Claro;',';Decrescente;',';Simples;',';Reta;',';Pleno dia;"');";;;;
16675;,;16675;,';Nublado;',';Crescente;',';Simples;',';Reta;',';Pleno dia;"');";;;;
16676;,;16676;,';Nublado;',';Crescente;',';Simples;',';Curva;',';Pleno dia;"');";;;;
16677;,;16677;,';Céu Claro;',';Decrescente;',';Dupla;',';Reta;',';Pleno dia;"');";;;;
16678;,;16678;,';Chuva;',';Crescente;',';Simples;',';Curva;',';Pleno dia;"');";;;;
16679;,;16679;,';Céu Claro;',';Crescente;',';Dupla;',';Não Informado;',';Pleno dia;"');";;;;
16680;,;16680;,';Chuva;',';Crescente;',';Simples;',';Curva;',';Pleno dia;"');";;;;
16681;,;16681;,';Nublado;',';Crescente;',';Dupla;',';Viaduto;',';Pleno dia;"');";;;;
16682;,;16682;,';Céu Claro;',';Crescente;',';Simples;',';Reta;',';Pleno dia;"');";;;;
16683;,;16683;,';Céu Claro;',';Crescente;',';Dupla;',';Reta;',';Pleno dia;"');";;;;
16684;,;16684;,';Céu Claro;',';Crescente;',';Dupla;',';Reta;',';Pleno dia;"');";;;;
16685;,;16685;,';Céu Claro;',';Decrescente;',';Dupla;',';Reta;',';Anoitecer;"');";;;;
16686;,;16686;,';Nublado;',';Decrescente;',';Dupla;',';Reta;',';Anoitecer;"');";;;;
16687;,;16687;,';Chuva;',';Crescente;',';Simples;',';Não Informado;',';Pleno dia;"');";;;;
16688;,;16688;,';Céu Claro;',';Crescente;',';Simples;',';Reta;',';Plena Noite;"');";;;;
16689;,;16689;,';Céu Claro;',';Crescente;',';Dupla;',';Reta;',';Plena Noite;"');";;;;
16690;,;16690;,';Céu Claro;',';Crescente;',';Dupla;',';Reta;',';Plena Noite;"');";;;;
16691;,;16691;,';Céu Claro;',';Crescente;',';Múltipla;',';Não Informado;',';Anoitecer;"');";;;;
16692;,;16692;,';Nublado;',';Crescente;',';Múltipla;',';Interseção de vias;',';Plena Noite;"');";;;;
16693;,;16693;,';Nublado;',';Decrescente;',';Simples;',';Reta;',';Plena Noite;"');";;;;
16694;,;16694;,';Chuva;',';Crescente;',';Dupla;',';Reta;',';Plena Noite;"');";;;;
16695;,;16695;,';Nublado;',';Decrescente;',';Dupla;',';Reta;',';Plena Noite;"');";;;;
16696;,;16696;,';Céu Claro;',';Crescente;',';Simples;',';Reta;',';Plena Noite;"');";;;;
16697;,;16697;,';Céu Claro;',';Crescente;',';Dupla;',';Reta;',';Plena Noite;"');";;;;
16698;,;16698;,';Nublado;',';Decrescente;',';Dupla;',';Não Informado;',';Plena Noite;"');";;;;
16699;,;16699;,';Céu Claro;',';Crescente;',';Múltipla;',';Reta;',';Pleno dia;"');";;;;
16700;,;16700;,';Garoa/Chuvisco;',';Crescente;',';Dupla;',';Reta;',';Pleno dia;"');";;;;
16701;,;16701;,';Garoa/Chuvisco;',';Crescente;',';Dupla;',';Reta;',';Pleno dia;"');";;;;
16702;,;16702;,';Sol;',';Crescente;',';Dupla;',';Reta;',';Pleno dia;"');";;;;
16703;,;16703;,';Nublado;',';Crescente;',';Simples;',';Reta;',';Pleno dia;"');";;;;
16704;,;16704;,';Céu Claro;',';Decrescente;',';Dupla;',';Reta;',';Pleno dia;"');";;;;
16705;,;16705;,';Sol;',';Decrescente;',';Dupla;',';Reta;',';Pleno dia;"');";;;;
16706;,;16706;,';Sol;',';Decrescente;',';Múltipla;',';Reta;',';Pleno dia;"');";;;;
16707;,;16707;,';Céu Claro;',';Decrescente;',';Múltipla;',';Reta;',';Pleno dia;"');";;;;
16708;,;16708;,';Sol;',';Decrescente;',';Dupla;',';Reta;',';Pleno dia;"');";;;;
16709;,;16709;,';Nublado;',';Crescente;',';Simples;',';Curva;',';Pleno dia;"');";;;;
16710;,;16710;,';Céu Claro;',';Crescente;',';Dupla;',';Interseção de vias;',';Anoitecer;"');";;;;
16711;,;16711;,';Nublado;',';Decrescente;',';Dupla;',';Reta;',';Pleno dia;"');";;;;
16712;,;16712;,';Chuva;',';Decrescente;',';Simples;',';Curva;',';Pleno dia;"');";;;;
16713;,;16713;,';Garoa/Chuvisco;',';Decrescente;',';Dupla;',';Não Informado;',';Pleno dia;"');";;;;
16714;,;16714;,';Céu Claro;',';Crescente;',';Simples;',';Reta;',';Plena Noite;"');";;;;
16715;,;16715;,';Nublado;',';Decrescente;',';Simples;',';Reta;',';Plena Noite;"');";;;;
16716;,;16716;,';Nublado;',';Decrescente;',';Dupla;',';Reta;',';Plena Noite;"');";;;;
16717;,;16717;,';Céu Claro;',';Crescente;',';Simples;',';Curva;',';Plena Noite;"');";;;;
16718;,;16718;,';Nublado;',';Crescente;',';Dupla;',';Reta;',';Plena Noite;"');";;;;
16719;,;16719;,';Garoa/Chuvisco;',';Crescente;',';Simples;',';Reta;',';Plena Noite;"');";;;;
16720;,;16720;,';Chuva;',';Crescente;',';Dupla;',';Interseção de vias;',';Plena Noite;"');";;;;
16721;,;16721;,';Garoa/Chuvisco;',';Crescente;',';Simples;',';Interseção de vias;',';Plena Noite;"');";;;;
16722;,;16722;,';Nublado;',';Crescente;',';Dupla;',';Reta;',';Plena Noite;"');";;;;
16723;,;16723;,';Chuva;',';Crescente;',';Simples;',';Reta;',';Pleno dia;"');";;;;
16724;,;16724;,';Céu Claro;',';Decrescente;',';Simples;',';Reta;',';Pleno dia;"');";;;;
16725;,;16725;,';Chuva;',';Crescente;',';Dupla;',';Reta;',';Pleno dia;"');";;;;
16726;,;16726;,';Céu Claro;',';Crescente;',';Simples;',';Interseção de vias;',';Pleno dia;"');";;;;
16727;,;16727;,';Céu Claro;',';Crescente;',';Simples;',';Reta;',';Pleno dia;"');";;;;
16728;,;16728;,';Nublado;',';Crescente;',';Simples;',';Interseção de vias;',';Pleno dia;"');";;;;
16729;,;16729;,';Nublado;',';Crescente;',';Simples;',';Não Informado;',';Pleno dia;"');";;;;
16730;,;16730;,';Nublado;',';Crescente;',';Dupla;',';Reta;',';Plena Noite;"');";;;;
16731;,;16731;,';Nublado;',';Decrescente;',';Dupla;',';Reta;',';Pleno dia;"');";;;;
16732;,;16732;,';Nublado;',';Crescente;',';Múltipla;',';Reta;',';Pleno dia;"');";;;;
16733;,;16733;,';Céu Claro;',';Crescente;',';Dupla;',';Reta;',';Pleno dia;"');";;;;
