id_Condicoes;;id_Acidente;;condicao_metereologica;;sentido_via;;tipo_pista;;tracado_via;;fase_dia;;;;;
16734;,;16734;,';Nublado;',';Crescente;',';Simples;',';Reta;',';Pleno dia;"');";;;;
16735;,;16735;,';Nublado;',';Crescente;',';Dupla;',';Reta;',';Pleno dia;"');";;;;
16736;,;16736;,';Céu Claro;',';Crescente;',';Múltipla;',';Não Informado;',';Pleno dia;"');";;;;
16737;,;16737;,';Nublado;',';Decrescente;',';Dupla;',';Reta;',';Pleno dia;"');";;;;
16738;,;16738;,';Nublado;',';Crescente;',';Múltipla;',';Reta;',';Pleno dia;"');";;;;
16739;,;16739;,';Céu Claro;',';Crescente;',';Simples;',';Reta;',';Pleno dia;"');";;;;
16740;,;16740;,';Garoa/Chuvisco;',';Decrescente;',';Dupla;',';Curva;',';Pleno dia;"');";;;;
16741;,;16741;,';Sol;',';Crescente;',';Múltipla;',';Desvio Temporário;',';Pleno dia;"');";;;;
16742;,;16742;,';Nublado;',';Crescente;',';Simples;',';Rotatória;',';Pleno dia;"');";;;;
16743;,;16743;,';Céu Claro;',';Decrescente;',';Dupla;',';Não Informado;',';Pleno dia;"');";;;;
16744;,;16744;,';Céu Claro;',';Crescente;',';Dupla;',';Reta;',';Pleno dia;"');";;;;
16745;,;16745;,';Sol;',';Decrescente;',';Dupla;',';Reta;',';Pleno dia;"');";;;;
16746;,;16746;,';Nublado;',';Decrescente;',';Dupla;',';Reta;',';Plena Noite;"');";;;;
16747;,;16747;,';Nublado;',';Crescente;',';Dupla;',';Reta;',';Plena Noite;"');";;;;
16748;,;16748;,';Céu Claro;',';Decrescente;',';Dupla;',';Desvio Temporário;',';Plena Noite;"');";;;;
16749;,;16749;,';Chuva;',';Decrescente;',';Dupla;',';Reta;',';Plena Noite;"');";;;;
16750;,;16750;,';Céu Claro;',';Crescente;',';Dupla;',';Curva;',';Plena Noite;"');";;;;
16751;,;16751;,';Céu Claro;',';Decrescente;',';Dupla;',';Reta;',';Plena Noite;"');";;;;
16752;,;16752;,';Nublado;',';Decrescente;',';Simples;',';Reta;',';Plena Noite;"');";;;;
16753;,;16753;,';Céu Claro;',';Decrescente;',';Simples;',';Não Informado;',';Plena Noite;"');";;;;
16754;,;16754;,';Ignorado;',';Crescente;',';Dupla;',';Reta;',';Plena Noite;"');";;;;
16755;,;16755;,';Céu Claro;',';Crescente;',';Dupla;',';Reta;',';Plena Noite;"');";;;;
16756;,;16756;,';Nublado;',';Decrescente;',';Dupla;',';Reta;',';Plena Noite;"');";;;;
16757;,;16757;,';Céu Claro;',';Crescente;',';Dupla;',';Reta;',';Pleno dia;"');";;;;
16758;,;16758;,';Céu Claro;',';Crescente;',';Dupla;',';Curva;',';Amanhecer;"');";;;;
16759;,;16759;,';Céu Claro;',';Crescente;',';Simples;',';Rotatória;',';Pleno dia;"');";;;;
16760;,;16760;,';Céu Claro;',';Decrescente;',';Simples;',';Reta;',';Pleno dia;"');";;;;
16761;,;16761;,';Sol;',';Crescente;',';Dupla;',';Reta;',';Pleno dia;"');";;;;
16762;,;16762;,';Nublado;',';Crescente;',';Dupla;',';Reta;',';Plena Noite;"');";;;;
16763;,;16763;,';Garoa/Chuvisco;',';Crescente;',';Dupla;',';Reta;',';Pleno dia;"');";;;;
16764;,;16764;,';Nublado;',';Crescente;',';Dupla;',';Reta;',';Pleno dia;"');";;;;
16765;,;16765;,';Céu Claro;',';Decrescente;',';Simples;',';Reta;',';Pleno dia;"');";;;;
16766;,;16766;,';Céu Claro;',';Decrescente;',';Dupla;',';Reta;',';Pleno dia;"');";;;;
16767;,;16767;,';Chuva;',';Crescente;',';Dupla;',';Reta;',';Pleno dia;"');";;;;
16768;,;16768;,';Nublado;',';Decrescente;',';Múltipla;',';Reta;',';Pleno dia;"');";;;;
16769;,;16769;,';Sol;',';Crescente;',';Dupla;',';Reta;',';Pleno dia;"');";;;;
16770;,;16770;,';Nublado;',';Crescente;',';Dupla;',';Reta;',';Pleno dia;"');";;;;
16771;,;16771;,';Céu Claro;',';Decrescente;',';Múltipla;',';Retorno Regulamentado;',';Pleno dia;"');";;;;
16772;,;16772;,';Céu Claro;',';Decrescente;',';Dupla;',';Reta;',';Pleno dia;"');";;;;
16773;,;16773;,';Chuva;',';Decrescente;',';Dupla;',';Curva;',';Pleno dia;"');";;;;
16774;,;16774;,';Sol;',';Crescente;',';Simples;',';Reta;',';Pleno dia;"');";;;;
16775;,;16775;,';Nublado;',';Crescente;',';Múltipla;',';Reta;',';Plena Noite;"');";;;;
16776;,;16776;,';Céu Claro;',';Crescente;',';Simples;',';Reta;',';Anoitecer;"');";;;;
16777;,;16777;,';Céu Claro;',';Decrescente;',';Dupla;',';Reta;',';Plena Noite;"');";;;;
16778;,;16778;,';Nublado;',';Crescente;',';Dupla;',';Reta;',';Plena Noite;"');";;;;
16779;,;16779;,';Chuva;',';Crescente;',';Dupla;',';Curva;',';Plena Noite;"');";;;;
16780;,;16780;,';Céu Claro;',';Decrescente;',';Dupla;',';Reta;',';Plena Noite;"');";;;;
16781;,;16781;,';Céu Claro;',';Crescente;',';Simples;',';Reta;',';Plena Noite;"');";;;;
16782;,;16782;,';Céu Claro;',';Crescente;',';Dupla;',';Reta;',';Plena Noite;"');";;;;
16783;,;16783;,';Céu Claro;',';Decrescente;',';Dupla;',';Não Informado;',';Anoitecer;"');";;;;
16784;,;16784;,';Garoa/Chuvisco;',';Decrescente;',';Dupla;',';Curva;',';Anoitecer;"');";;;;
16785;,;16785;,';Céu Claro;',';Crescente;',';Simples;',';Reta;',';Plena Noite;"');";;;;
16786;,;16786;,';Céu Claro;',';Crescente;',';Múltipla;',';Interseção de vias;',';Plena Noite;"');";;;;
16787;,;16787;,';Nublado;',';Crescente;',';Simples;',';Interseção de vias;',';Plena Noite;"');";;;;
16788;,;16788;,';Céu Claro;',';Decrescente;',';Dupla;',';Reta;',';Plena Noite;"');";;;;
16789;,;16789;,';Céu Claro;',';Crescente;',';Simples;',';Reta;',';Plena Noite;"');";;;;
16790;,;16790;,';Chuva;',';Crescente;',';Simples;',';Não Informado;',';Plena Noite;"');";;;;
16791;,;16791;,';Céu Claro;',';Crescente;',';Simples;',';Não Informado;',';Plena Noite;"');";;;;
16792;,;16792;,';Garoa/Chuvisco;',';Crescente;',';Dupla;',';Curva;',';Plena Noite;"');";;;;
16793;,;16793;,';Sol;',';Crescente;',';Simples;',';Interseção de vias;',';Pleno dia;"');";;;;
16794;,;16794;,';Chuva;',';Crescente;',';Dupla;',';Reta;',';Plena Noite;"');";;;;
16795;,;16795;,';Céu Claro;',';Decrescente;',';Dupla;',';Reta;',';Plena Noite;"');";;;;
16796;,;16796;,';Chuva;',';Decrescente;',';Dupla;',';Reta;',';Plena Noite;"');";;;;
16797;,;16797;,';Nublado;',';Decrescente;',';Múltipla;',';Viaduto;',';Plena Noite;"');";;;;
16798;,;16798;,';Céu Claro;',';Crescente;',';Dupla;',';Não Informado;',';Plena Noite;"');";;;;
16799;,;16799;,';Céu Claro;',';Decrescente;',';Dupla;',';Reta;',';Plena Noite;"');";;;;
16800;,;16800;,';Céu Claro;',';Decrescente;',';Dupla;',';Reta;',';Plena Noite;"');";;;;
16801;,;16801;,';Nublado;',';Crescente;',';Dupla;',';Reta;',';Plena Noite;"');";;;;
16802;,;16802;,';Céu Claro;',';Decrescente;',';Múltipla;',';Reta;',';Plena Noite;"');";;;;
16803;,;16803;,';Céu Claro;',';Decrescente;',';Dupla;',';Reta;',';Plena Noite;"');";;;;
16804;,;16804;,';Garoa/Chuvisco;',';Crescente;',';Simples;',';Reta;',';Plena Noite;"');";;;;
16805;,;16805;,';Céu Claro;',';Crescente;',';Dupla;',';Curva;',';Plena Noite;"');";;;;
16806;,;16806;,';Nublado;',';Decrescente;',';Simples;',';Reta;',';Plena Noite;"');";;;;
16807;,;16807;,';Céu Claro;',';Decrescente;',';Múltipla;',';Reta;',';Pleno dia;"');";;;;
16808;,;16808;,';Nublado;',';Crescente;',';Simples;',';Interseção de vias;',';Pleno dia;"');";;;;
16809;,;16809;,';Nublado;',';Crescente;',';Múltipla;',';Curva;',';Pleno dia;"');";;;;
16810;,;16810;,';Céu Claro;',';Decrescente;',';Simples;',';Reta;',';Pleno dia;"');";;;;
16811;,;16811;,';Nublado;',';Crescente;',';Dupla;',';Reta;',';Pleno dia;"');";;;;
16812;,;16812;,';Nublado;',';Crescente;',';Múltipla;',';Reta;',';Pleno dia;"');";;;;
16813;,;16813;,';Sol;',';Crescente;',';Simples;',';Interseção de vias;',';Pleno dia;"');";;;;
16814;,;16814;,';Céu Claro;',';Decrescente;',';Múltipla;',';Reta;',';Pleno dia;"');";;;;
16815;,;16815;,';Céu Claro;',';Crescente;',';Simples;',';Não Informado;',';Pleno dia;"');";;;;
16816;,;16816;,';Céu Claro;',';Decrescente;',';Simples;',';Reta;',';Pleno dia;"');";;;;
16817;,;16817;,';Nublado;',';Crescente;',';Dupla;',';Curva;',';Pleno dia;"');";;;;
16818;,;16818;,';Céu Claro;',';Decrescente;',';Simples;',';Curva;',';Pleno dia;"');";;;;
16819;,;16819;,';Céu Claro;',';Decrescente;',';Simples;',';Reta;',';Pleno dia;"');";;;;
16820;,;16820;,';Céu Claro;',';Crescente;',';Simples;',';Reta;',';Pleno dia;"');";;;;
16821;,;16821;,';Nublado;',';Crescente;',';Dupla;',';Curva;',';Pleno dia;"');";;;;
16822;,;16822;,';Céu Claro;',';Decrescente;',';Múltipla;',';Não Informado;',';Pleno dia;"');";;;;
16823;,;16823;,';Nublado;',';Decrescente;',';Dupla;',';Reta;',';Pleno dia;"');";;;;
16824;,;16824;,';Céu Claro;',';Decrescente;',';Dupla;',';Curva;',';Pleno dia;"');";;;;
16825;,;16825;,';Céu Claro;',';Decrescente;',';Simples;',';Reta;',';Pleno dia;"');";;;;
16826;,;16826;,';Céu Claro;',';Crescente;',';Simples;',';Reta;',';Pleno dia;"');";;;;
16827;,;16827;,';Céu Claro;',';Crescente;',';Simples;',';Não Informado;',';Plena Noite;"');";;;;
16828;,;16828;,';Vento;',';Crescente;',';Dupla;',';Reta;',';Plena Noite;"');";;;;
16829;,;16829;,';Sol;',';Crescente;',';Múltipla;',';Reta;',';Pleno dia;"');";;;;
16830;,;16830;,';Céu Claro;',';Crescente;',';Simples;',';Reta;',';Plena Noite;"');";;;;
16831;,;16831;,';Céu Claro;',';Crescente;',';Simples;',';Reta;',';Pleno dia;"');";;;;
16832;,;16832;,';Céu Claro;',';Crescente;',';Simples;',';Reta;',';Plena Noite;"');";;;;
16833;,;16833;,';Nublado;',';Crescente;',';Simples;',';Reta;',';Plena Noite;"');";;;;
16834;,;16834;,';Nublado;',';Decrescente;',';Simples;',';Reta;',';Plena Noite;"');";;;;
16835;,;16835;,';Céu Claro;',';Decrescente;',';Simples;',';Interseção de vias;',';Plena Noite;"');";;;;
16836;,;16836;,';Céu Claro;',';Crescente;',';Simples;',';Reta;',';Plena Noite;"');";;;;
16837;,;16837;,';Céu Claro;',';Decrescente;',';Dupla;',';Não Informado;',';Plena Noite;"');";;;;
16838;,;16838;,';Céu Claro;',';Decrescente;',';Simples;',';Reta;',';Plena Noite;"');";;;;
16839;,;16839;,';Céu Claro;',';Decrescente;',';Simples;',';Reta;',';Plena Noite;"');";;;;
16840;,;16840;,';Céu Claro;',';Decrescente;',';Múltipla;',';Não Informado;',';Plena Noite;"');";;;;
16841;,;16841;,';Céu Claro;',';Decrescente;',';Múltipla;',';Não Informado;',';Plena Noite;"');";;;;
16842;,;16842;,';Chuva;',';Decrescente;',';Simples;',';Reta;',';Plena Noite;"');";;;;
16843;,;16843;,';Céu Claro;',';Crescente;',';Dupla;',';Reta;',';Plena Noite;"');";;;;
16844;,;16844;,';Chuva;',';Decrescente;',';Múltipla;',';Reta;',';Amanhecer;"');";;;;
16845;,;16845;,';Nevoeiro/Neblina;',';Decrescente;',';Simples;',';Curva;',';Plena Noite;"');";;;;
16846;,;16846;,';Céu Claro;',';Decrescente;',';Simples;',';Reta;',';Plena Noite;"');";;;;
16847;,;16847;,';Céu Claro;',';Crescente;',';Dupla;',';Reta;',';Amanhecer;"');";;;;
16848;,;16848;,';Nublado;',';Decrescente;',';Simples;',';Reta;',';Plena Noite;"');";;;;
16849;,;16849;,';Céu Claro;',';Decrescente;',';Dupla;',';Interseção de vias;',';Pleno dia;"');";;;;
16850;,;16850;,';Céu Claro;',';Crescente;',';Dupla;',';Reta;',';Pleno dia;"');";;;;
16851;,;16851;,';Chuva;',';Crescente;',';Simples;',';Curva;',';Pleno dia;"');";;;;
16852;,;16852;,';Chuva;',';Decrescente;',';Simples;',';Curva;',';Pleno dia;"');";;;;
16853;,;16853;,';Chuva;',';Crescente;',';Múltipla;',';Reta;',';Pleno dia;"');";;;;
16854;,;16854;,';Céu Claro;',';Crescente;',';Múltipla;',';Reta;',';Pleno dia;"');";;;;
16855;,;16855;,';Nublado;',';Crescente;',';Dupla;',';Reta;',';Pleno dia;"');";;;;
16856;,;16856;,';Ignorado;',';Crescente;',';Dupla;',';Reta;',';Pleno dia;"');";;;;
16857;,;16857;,';Chuva;',';Decrescente;',';Simples;',';Curva;',';Pleno dia;"');";;;;
16858;,;16858;,';Chuva;',';Crescente;',';Simples;',';Curva;',';Pleno dia;"');";;;;
16859;,;16859;,';Nublado;',';Crescente;',';Simples;',';Reta;',';Pleno dia;"');";;;;
16860;,;16860;,';Céu Claro;',';Crescente;',';Múltipla;',';Não Informado;',';Pleno dia;"');";;;;
16861;,;16861;,';Nublado;',';Decrescente;',';Simples;',';Reta;',';Plena Noite;"');";;;;
16862;,;16862;,';Chuva;',';Crescente;',';Simples;',';Interseção de vias;',';Anoitecer;"');";;;;
16863;,;16863;,';Céu Claro;',';Decrescente;',';Dupla;',';Reta;',';Pleno dia;"');";;;;
16864;,;16864;,';Céu Claro;',';Decrescente;',';Simples;',';Reta;',';Pleno dia;"');";;;;
16865;,;16865;,';Nublado;',';Crescente;',';Simples;',';Reta;',';Plena Noite;"');";;;;
16866;,;16866;,';Céu Claro;',';Decrescente;',';Dupla;',';Ponte;',';Pleno dia;"');";;;;
16867;,;16867;,';Chuva;',';Crescente;',';Simples;',';Curva;',';Pleno dia;"');";;;;
16868;,;16868;,';Nublado;',';Crescente;',';Dupla;',';Curva;',';Plena Noite;"');";;;;
16869;,;16869;,';Chuva;',';Crescente;',';Simples;',';Curva;',';Pleno dia;"');";;;;
16870;,;16870;,';Chuva;',';Crescente;',';Múltipla;',';Reta;',';Plena Noite;"');";;;;
16871;,;16871;,';Céu Claro;',';Decrescente;',';Simples;',';Reta;',';Plena Noite;"');";;;;
16872;,;16872;,';Céu Claro;',';Crescente;',';Dupla;',';Reta;',';Plena Noite;"');";;;;
16873;,;16873;,';Nublado;',';Crescente;',';Dupla;',';Interseção de vias;',';Plena Noite;"');";;;;
16874;,;16874;,';Céu Claro;',';Decrescente;',';Dupla;',';Reta;',';Plena Noite;"');";;;;
16875;,;16875;,';Garoa/Chuvisco;',';Crescente;',';Dupla;',';Reta;',';Plena Noite;"');";;;;
16876;,;16876;,';Nublado;',';Crescente;',';Simples;',';Reta;',';Plena Noite;"');";;;;
16877;,;16877;,';Céu Claro;',';Crescente;',';Simples;',';Reta;',';Pleno dia;"');";;;;
16878;,;16878;,';Céu Claro;',';Decrescente;',';Simples;',';Reta;',';Pleno dia;"');";;;;
16879;,;16879;,';Céu Claro;',';Crescente;',';Dupla;',';Reta;',';Pleno dia;"');";;;;
16880;,;16880;,';Chuva;',';Crescente;',';Simples;',';Reta;',';Anoitecer;"');";;;;
16881;,;16881;,';Céu Claro;',';Decrescente;',';Dupla;',';Reta;',';Pleno dia;"');";;;;
16882;,;16882;,';Céu Claro;',';Decrescente;',';Dupla;',';Reta;',';Pleno dia;"');";;;;
16883;,;16883;,';Céu Claro;',';Decrescente;',';Dupla;',';Reta;',';Pleno dia;"');";;;;
16884;,;16884;,';Céu Claro;',';Crescente;',';Dupla;',';Reta;',';Pleno dia;"');";;;;
16885;,;16885;,';Garoa/Chuvisco;',';Decrescente;',';Dupla;',';Reta;',';Plena Noite;"');";;;;
16886;,;16886;,';Sol;',';Crescente;',';Dupla;',';Interseção de vias;',';Pleno dia;"');";;;;
16887;,;16887;,';Céu Claro;',';Decrescente;',';Múltipla;',';Curva;',';Pleno dia;"');";;;;
16888;,;16888;,';Céu Claro;',';Crescente;',';Simples;',';Reta;',';Pleno dia;"');";;;;
16889;,;16889;,';Chuva;',';Crescente;',';Dupla;',';Reta;',';Pleno dia;"');";;;;
16890;,;16890;,';Céu Claro;',';Crescente;',';Múltipla;',';Desvio Temporário;',';Pleno dia;"');";;;;
16891;,;16891;,';Nublado;',';Crescente;',';Simples;',';Reta;',';Pleno dia;"');";;;;
16892;,;16892;,';Chuva;',';Crescente;',';Múltipla;',';Reta;',';Pleno dia;"');";;;;
16893;,;16893;,';Nublado;',';Crescente;',';Dupla;',';Reta;',';Pleno dia;"');";;;;
16894;,;16894;,';Nublado;',';Decrescente;',';Dupla;',';Reta;',';Pleno dia;"');";;;;
16895;,;16895;,';Céu Claro;',';Crescente;',';Dupla;',';Rotatória;',';Pleno dia;"');";;;;
16896;,;16896;,';Chuva;',';Crescente;',';Simples;',';Reta;',';Plena Noite;"');";;;;
16897;,;16897;,';Chuva;',';Crescente;',';Simples;',';Reta;',';Plena Noite;"');";;;;
16898;,;16898;,';Nublado;',';Decrescente;',';Múltipla;',';Reta;',';Plena Noite;"');";;;;
16899;,;16899;,';Chuva;',';Crescente;',';Múltipla;',';Interseção de vias;',';Plena Noite;"');";;;;
16900;,;16900;,';Céu Claro;',';Decrescente;',';Dupla;',';Reta;',';Pleno dia;"');";;;;
16901;,;16901;,';Chuva;',';Decrescente;',';Simples;',';Reta;',';Plena Noite;"');";;;;
16902;,;16902;,';Chuva;',';Crescente;',';Simples;',';Curva;',';Anoitecer;"');";;;;
16903;,;16903;,';Nublado;',';Decrescente;',';Simples;',';Reta;',';Plena Noite;"');";;;;
16904;,;16904;,';Nublado;',';Crescente;',';Simples;',';Reta;',';Plena Noite;"');";;;;
16905;,;16905;,';Chuva;',';Decrescente;',';Dupla;',';Reta;',';Pleno dia;"');";;;;
16906;,;16906;,';Céu Claro;',';Crescente;',';Dupla;',';Reta;',';Amanhecer;"');";;;;
16907;,;16907;,';Chuva;',';Crescente;',';Simples;',';Reta;',';Plena Noite;"');";;;;
16908;,;16908;,';Nublado;',';Crescente;',';Simples;',';Reta;',';Amanhecer;"');";;;;
16909;,;16909;,';Nublado;',';Decrescente;',';Simples;',';Curva;',';Pleno dia;"');";;;;
16910;,;16910;,';Céu Claro;',';Decrescente;',';Dupla;',';Não Informado;',';Pleno dia;"');";;;;
16911;,;16911;,';Nublado;',';Crescente;',';Dupla;',';Reta;',';Pleno dia;"');";;;;
16912;,;16912;,';Nublado;',';Decrescente;',';Dupla;',';Reta;',';Pleno dia;"');";;;;
16913;,;16913;,';Nublado;',';Crescente;',';Dupla;',';Reta;',';Pleno dia;"');";;;;
16914;,;16914;,';Ignorado;',';Crescente;',';Dupla;',';Reta;',';Plena Noite;"');";;;;
16915;,;16915;,';Céu Claro;',';Crescente;',';Múltipla;',';Reta;',';Pleno dia;"');";;;;
16916;,;16916;,';Nublado;',';Crescente;',';Simples;',';Não Informado;',';Pleno dia;"');";;;;
16917;,;16917;,';Chuva;',';Decrescente;',';Simples;',';Interseção de vias;',';Pleno dia;"');";;;;
16918;,;16918;,';Nublado;',';Crescente;',';Simples;',';Rotatória;',';Pleno dia;"');";;;;
16919;,;16919;,';Nublado;',';Crescente;',';Simples;',';Interseção de vias;',';Pleno dia;"');";;;;
16920;,;16920;,';Chuva;',';Crescente;',';Simples;',';Reta;',';Pleno dia;"');";;;;
16921;,;16921;,';Nublado;',';Decrescente;',';Dupla;',';Reta;',';Pleno dia;"');";;;;
16922;,;16922;,';Céu Claro;',';Decrescente;',';Múltipla;',';Reta;',';Pleno dia;"');";;;;
16923;,;16923;,';Chuva;',';Decrescente;',';Dupla;',';Curva;',';Pleno dia;"');";;;;
16924;,;16924;,';Nublado;',';Crescente;',';Dupla;',';Reta;',';Pleno dia;"');";;;;
16925;,;16925;,';Chuva;',';Crescente;',';Dupla;',';Não Informado;',';Pleno dia;"');";;;;
16926;,;16926;,';Chuva;',';Crescente;',';Simples;',';Curva;',';Pleno dia;"');";;;;
16927;,;16927;,';Chuva;',';Decrescente;',';Dupla;',';Reta;',';Pleno dia;"');";;;;
16928;,;16928;,';Nublado;',';Crescente;',';Simples;',';Reta;',';Pleno dia;"');";;;;
16929;,;16929;,';Chuva;',';Decrescente;',';Dupla;',';Reta;',';Pleno dia;"');";;;;
16930;,;16930;,';Céu Claro;',';Crescente;',';Simples;',';Reta;',';Pleno dia;"');";;;;
16931;,;16931;,';Céu Claro;',';Crescente;',';Simples;',';Reta;',';Anoitecer;"');";;;;
16932;,;16932;,';Chuva;',';Crescente;',';Dupla;',';Reta;',';Anoitecer;"');";;;;
16933;,;16933;,';Chuva;',';Crescente;',';Múltipla;',';Reta;',';Plena Noite;"');";;;;
16934;,;16934;,';Nublado;',';Crescente;',';Dupla;',';Reta;',';Plena Noite;"');";;;;
16935;,;16935;,';Chuva;',';Decrescente;',';Simples;',';Reta;',';Plena Noite;"');";;;;
16936;,;16936;,';Chuva;',';Decrescente;',';Simples;',';Reta;',';Anoitecer;"');";;;;
16937;,;16937;,';Garoa/Chuvisco;',';Decrescente;',';Simples;',';Reta;',';Plena Noite;"');";;;;
16938;,;16938;,';Garoa/Chuvisco;',';Crescente;',';Simples;',';Reta;',';Plena Noite;"');";;;;
16939;,;16939;,';Chuva;',';Decrescente;',';Múltipla;',';Reta;',';Pleno dia;"');";;;;
16940;,;16940;,';Céu Claro;',';Decrescente;',';Simples;',';Não Informado;',';Plena Noite;"');";;;;
16941;,;16941;,';Garoa/Chuvisco;',';Decrescente;',';Dupla;',';Reta;',';Pleno dia;"');";;;;
16942;,;16942;,';Chuva;',';Crescente;',';Dupla;',';Curva;',';Amanhecer;"');";;;;
16943;,;16943;,';Nublado;',';Decrescente;',';Múltipla;',';Reta;',';Pleno dia;"');";;;;
16944;,;16944;,';Nublado;',';Decrescente;',';Múltipla;',';Reta;',';Amanhecer;"');";;;;
16945;,;16945;,';Nublado;',';Decrescente;',';Simples;',';Reta;',';Pleno dia;"');";;;;
16946;,;16946;,';Céu Claro;',';Crescente;',';Simples;',';Reta;',';Pleno dia;"');";;;;
16947;,;16947;,';Garoa/Chuvisco;',';Crescente;',';Dupla;',';Desvio Temporário;',';Pleno dia;"');";;;;
16948;,;16948;,';Nublado;',';Crescente;',';Simples;',';Reta;',';Pleno dia;"');";;;;
16949;,;16949;,';Chuva;',';Decrescente;',';Simples;',';Curva;',';Pleno dia;"');";;;;
16950;,;16950;,';Chuva;',';Decrescente;',';Dupla;',';Curva;',';Pleno dia;"');";;;;
16951;,;16951;,';Nublado;',';Decrescente;',';Dupla;',';Reta;',';Pleno dia;"');";;;;
16952;,;16952;,';Garoa/Chuvisco;',';Crescente;',';Múltipla;',';Reta;',';Pleno dia;"');";;;;
16953;,;16953;,';Chuva;',';Decrescente;',';Simples;',';Viaduto;',';Pleno dia;"');";;;;
16954;,;16954;,';Nublado;',';Decrescente;',';Dupla;',';Reta;',';Pleno dia;"');";;;;
16955;,;16955;,';Chuva;',';Decrescente;',';Simples;',';Curva;',';Pleno dia;"');";;;;
16956;,;16956;,';Nublado;',';Crescente;',';Dupla;',';Reta;',';Pleno dia;"');";;;;
16957;,;16957;,';Chuva;',';Crescente;',';Simples;',';Reta;',';Pleno dia;"');";;;;
16958;,;16958;,';Nublado;',';Crescente;',';Múltipla;',';Interseção de vias;',';Pleno dia;"');";;;;
16959;,;16959;,';Garoa/Chuvisco;',';Decrescente;',';Simples;',';Reta;',';Pleno dia;"');";;;;
16960;,;16960;,';Céu Claro;',';Crescente;',';Dupla;',';Interseção de vias;',';Pleno dia;"');";;;;
16961;,;16961;,';Chuva;',';Decrescente;',';Simples;',';Viaduto;',';Pleno dia;"');";;;;
16962;,;16962;,';Céu Claro;',';Crescente;',';Simples;',';Não Informado;',';Pleno dia;"');";;;;
16963;,;16963;,';Chuva;',';Decrescente;',';Dupla;',';Não Informado;',';Anoitecer;"');";;;;
16964;,;16964;,';Céu Claro;',';Crescente;',';Dupla;',';Não Informado;',';Anoitecer;"');";;;;
16965;,;16965;,';Céu Claro;',';Crescente;',';Dupla;',';Reta;',';Pleno dia;"');";;;;
16966;,;16966;,';Chuva;',';Decrescente;',';Simples;',';Rotatória;',';Pleno dia;"');";;;;
16967;,;16967;,';Garoa/Chuvisco;',';Decrescente;',';Simples;',';Reta;',';Plena Noite;"');";;;;
16968;,;16968;,';Garoa/Chuvisco;',';Crescente;',';Simples;',';Reta;',';Plena Noite;"');";;;;
16969;,;16969;,';Chuva;',';Decrescente;',';Simples;',';Não Informado;',';Plena Noite;"');";;;;
16970;,;16970;,';Céu Claro;',';Crescente;',';Dupla;',';Reta;',';Plena Noite;"');";;;;
16971;,;16971;,';Garoa/Chuvisco;',';Decrescente;',';Dupla;',';Reta;',';Plena Noite;"');";;;;
